,Dia,Hora,GEN,NOC,VHC,COFGEN,COFNOC,COFVHC,PMHGEN,PMHNOC,PMHVHC,SAHGEN,SAHNOC,SAHVHC,FOMGEN,FOMNOC,FOMVHC,FOSGEN,FOSNOC,FOSVHC,INTGEN,INTNOC,INTVHC,PCAPGEN,PCAPNOC,PCAPVHC,TEUGEN,TEUNOC,TEUVHC
34,2016-01-02,10-11,106.03,58.74,61.13,0.00017171784,0.000124399744,7.4380463e-05,52.67,51.53,52.81,1.95,1.91,1.96,0.03,0.03,0.03,0.12,0.12,0.12,2.12,2.07,2.13,5.11,0.87,1.2,44.03,2.22,2.88
35,2016-01-02,11-12,102.45,55.3,57.56,0.000174737451,0.000108392329,7.1132176e-05,49.26,48.23,49.39,1.82,1.78,1.82,0.03,0.03,0.03,0.12,0.12,0.12,2.11,2.07,2.12,5.09,0.87,1.2,44.03,2.22,2.88
36,2016-01-02,12-13,97.97,116.41,53.07,0.00017711297,8.2514656e-05,6.7358871e-05,44.67,44.91,44.79,1.93,1.94,1.93,0.03,0.03,0.03,0.12,0.12,0.12,2.11,2.12,2.12,5.09,5.28,1.2,44.03,62.01,2.88
37,2016-01-02,13-14,106.94,125.57,125.57,0.000178378341,8.062944e-05,6.3391683e-05,53.23,53.64,53.64,1.91,1.92,1.92,0.03,0.03,0.03,0.13,0.13,0.13,2.23,2.25,2.25,5.38,5.59,5.59,44.03,62.01,62.01
38,2016-01-02,14-15,107.98,126.67,126.67,0.000167696221,7.9419722e-05,6.0597252e-05,53.75,54.2,54.2,2.27,2.29,2.29,0.03,0.03,0.03,0.13,0.13,0.13,2.28,2.3,2.3,5.5,5.72,5.72,44.03,62.01,62.01
39,2016-01-02,15-16,107.22,126.0,126.0,0.00015931449,7.6451368e-05,5.4609656e-05,52.8,53.32,53.32,2.37,2.39,2.39,0.03,0.03,0.03,0.13,0.13,0.13,2.31,2.33,2.33,5.56,5.79,5.79,44.03,62.01,62.01
40,2016-01-02,16-17,108.28,126.97,126.97,0.000160905688,7.3933743e-05,5.1848366e-05,54.28,54.74,54.74,2.04,2.06,2.06,0.03,0.03,0.03,0.13,0.13,0.13,2.28,2.3,2.3,5.49,5.71,5.71,44.03,62.01,62.01
41,2016-01-02,17-18,110.32,128.98,128.98,0.000170244861,7.4543079e-05,5.8576557e-05,55.43,55.86,55.86,3.13,3.16,3.16,0.03,0.03,0.03,0.13,0.13,0.13,2.22,2.24,2.24,5.35,5.56,5.56,44.03,62.01,62.01
42,2016-01-02,18-19,112.15,130.78,130.78,0.000183334344,9.6066465e-05,7.5660237e-05,57.34,57.74,57.74,3.11,3.13,3.13,0.03,0.03,0.03,0.12,0.13,0.13,2.2,2.22,2.22,5.32,5.52,5.52,44.03,62.01,62.01
43,2016-01-02,19-20,120.69,139.49,139.49,0.000201164232,0.000169146668,0.000212904231,64.76,65.31,65.31,4.06,4.09,4.09,0.03,0.03,0.03,0.13,0.13,0.13,2.25,2.27,2.27,5.43,5.64,5.64,44.03,62.01,62.01
44,2016-01-02,20-21,123.76,142.65,142.65,0.000205794737,0.000187615307,0.00024830643,67.85,68.47,68.47,3.89,3.93,3.93,0.03,0.03,0.03,0.13,0.13,0.13,2.3,2.32,2.32,5.54,5.76,5.76,44.03,62.01,62.01
45,2016-01-02,21-22,124.57,143.58,143.58,0.000197738814,0.000192582513,0.000249998299,68.03,68.75,68.75,4.28,4.32,4.32,0.03,0.03,0.03,0.13,0.14,0.14,2.37,2.39,2.39,5.7,5.94,5.94,44.03,62.01,62.01
46,2016-01-02,22-23,114.81,65.1,133.76,0.000172718274,0.000231121591,0.000220255893,60.07,57.23,60.74,2.37,2.26,2.4,0.03,0.03,0.03,0.14,0.13,0.14,2.4,2.28,2.42,5.78,0.96,6.02,44.03,2.22,62.01
47,2016-01-02,23-24,109.64,60.28,64.43,0.000139292129,0.000241905243,0.000195788727,54.51,52.01,54.81,2.8,2.67,2.81,0.03,0.03,0.03,0.14,0.13,0.14,2.39,2.28,2.4,5.76,0.95,1.36,44.03,2.22,2.88
48,2016-01-03,00-01,88.27,39.9,42.95,9.2081209e-05,0.000195879566,0.00018053364,30.83,29.41,31.0,5.03,4.8,5.05,0.03,0.03,0.03,0.13,0.13,0.14,2.48,2.37,2.5,5.75,0.95,1.36,44.03,2.22,2.88
49,2016-01-03,01-02,82.5,34.61,32.19,7.3993555e-05,0.000179676304,0.000185209784,24.39,23.37,22.71,5.84,5.59,5.44,0.03,0.03,0.03,0.13,0.13,0.12,2.44,2.34,2.27,5.64,0.94,0.73,44.03,2.22,0.89
50,2016-01-03,02-03,79.93,32.3,29.98,6.6029142e-05,0.000168318343,0.000181253916,22.02,21.16,20.59,5.76,5.53,5.38,0.03,0.03,0.03,0.13,0.13,0.12,2.4,2.31,2.25,5.57,0.93,0.72,44.03,2.22,0.89
51,2016-01-03,03-04,80.55,32.91,30.62,6.253784e-05,0.000162464912,0.000176476429,21.94,21.08,20.55,6.49,6.23,6.08,0.03,0.03,0.03,0.13,0.12,0.12,2.39,2.3,2.24,5.54,0.93,0.72,44.03,2.22,0.89
52,2016-01-03,04-05,81.21,33.61,31.3,6.1565774e-05,0.000160085002,0.000172539064,22.73,21.87,21.32,6.39,6.15,5.99,0.03,0.03,0.03,0.13,0.12,0.12,2.38,2.29,2.24,5.52,0.92,0.72,44.03,2.22,0.89
53,2016-01-03,05-06,82.17,34.65,32.4,6.3646848e-05,0.000167583413,0.000170489499,23.49,22.65,22.14,6.69,6.45,6.3,0.03,0.03,0.03,0.13,0.12,0.12,2.35,2.27,2.22,5.45,0.91,0.71,44.03,2.22,0.89
54,2016-01-03,06-07,86.66,39.29,37.05,7.5541868e-05,0.00017159623,0.00017071506,28.56,27.69,27.14,6.3,6.11,5.99,0.03,0.03,0.03,0.12,0.12,0.12,2.3,2.23,2.18,5.32,0.9,0.7,44.03,2.22,0.89
55,2016-01-03,07-08,96.12,48.46,51.06,0.000103539296,0.000131166959,9.7856938e-05,38.17,37.01,38.3,6.15,5.96,6.17,0.03,0.03,0.03,0.12,0.12,0.13,2.3,2.23,2.31,5.32,0.9,1.25,44.03,2.22,2.88
56,2016-01-03,08-09,104.39,56.3,59.31,0.00012643752,0.000107808456,6.4752184e-05,45.31,43.82,45.46,7.19,6.96,7.22,0.03,0.03,0.03,0.13,0.12,0.13,2.32,2.25,2.33,5.38,0.9,1.27,44.03,2.22,2.88
57,2016-01-03,09-10,103.59,56.48,58.72,0.000139978366,0.000102791211,5.6867228e-05,45.49,44.57,45.61,6.67,6.54,6.69,0.03,0.03,0.03,0.12,0.12,0.12,2.19,2.14,2.19,5.07,0.86,1.19,44.03,2.22,2.88
58,2016-01-03,10-11,98.2,51.32,53.35,0.000149638516,9.6709353e-05,5.9449843e-05,41.18,40.42,41.29,5.66,5.56,5.68,0.03,0.03,0.03,0.12,0.12,0.12,2.17,2.13,2.18,5.02,0.86,1.18,44.03,2.22,2.88
59,2016-01-03,11-12,93.72,46.91,48.84,0.000151052775,8.5166475e-05,5.91015e-05,39.09,38.37,39.2,3.25,3.19,3.26,0.03,0.03,0.03,0.12,0.12,0.12,2.17,2.13,2.18,5.03,0.86,1.18,44.03,2.22,2.88
60,2016-01-03,12-13,91.07,109.43,46.18,0.000153308015,6.9201435e-05,5.4619704e-05,36.21,36.38,36.31,3.45,3.47,3.46,0.03,0.03,0.03,0.12,0.12,0.12,2.18,2.19,2.19,5.06,5.23,1.19,44.03,62.01,2.88
61,2016-01-03,13-14,93.41,111.9,111.9,0.000154607501,6.993637e-05,5.3606928e-05,37.82,38.08,38.08,3.81,3.83,3.83,0.03,0.03,0.03,0.12,0.13,0.13,2.29,2.31,2.31,5.31,5.51,5.51,44.03,62.01,62.01
62,2016-01-03,14-15,91.64,110.2,110.2,0.000144466764,6.7437693e-05,5.2474874e-05,35.57,35.87,35.87,4.12,4.15,4.15,0.03,0.03,0.03,0.13,0.13,0.13,2.35,2.37,2.37,5.43,5.64,5.64,44.03,62.01,62.01
63,2016-01-03,15-16,91.12,109.67,109.67,0.000134710758,6.3360759e-05,4.4513091e-05,34.65,34.94,34.94,4.43,4.47,4.47,0.03,0.03,0.03,0.13,0.13,0.13,2.37,2.39,2.39,5.49,5.7,5.7,44.03,62.01,62.01
64,2016-01-03,16-17,87.07,105.56,105.56,0.000135423257,6.1379474e-05,4.1542659e-05,30.58,30.81,30.81,4.61,4.64,4.64,0.03,0.03,0.03,0.13,0.13,0.13,2.33,2.34,2.34,5.38,5.59,5.59,44.03,62.01,62.01
65,2016-01-03,17-18,86.92,105.33,105.33,0.000142222104,6.1831438e-05,4.2980462e-05,30.14,30.33,30.33,5.11,5.15,5.15,0.03,0.03,0.03,0.12,0.12,0.12,2.26,2.27,2.27,5.23,5.42,5.42,44.03,62.01,62.01
66,2016-01-03,18-19,91.83,110.23,110.23,0.000149485841,6.5380537e-05,4.6403091e-05,35.26,35.45,35.45,5.01,5.03,5.03,0.03,0.03,0.03,0.12,0.12,0.12,2.23,2.24,2.24,5.16,5.35,5.35,44.03,62.01,62.01
67,2016-01-03,19-20,102.69,121.3,121.3,0.000168993157,0.000124760057,0.000144525196,42.52,42.86,42.86,8.36,8.43,8.43,0.03,0.03,0.03,0.12,0.13,0.13,2.3,2.32,2.32,5.32,5.52,5.52,44.03,62.01,62.01
68,2016-01-03,20-21,102.82,121.42,121.42,0.00018107633,0.000173588263,0.000253151284,42.71,43.04,43.04,8.27,8.34,8.34,0.03,0.03,0.03,0.13,0.13,0.13,2.31,2.33,2.33,5.34,5.55,5.55,44.03,62.01,62.01
69,2016-01-03,21-22,102.67,121.45,121.45,0.000174654371,0.000179267115,0.000254192724,40.71,41.15,41.15,9.7,9.81,9.81,0.03,0.03,0.03,0.13,0.13,0.13,2.43,2.46,2.46,5.63,5.86,5.86,44.03,62.01,62.01
70,2016-01-03,22-23,95.11,46.51,113.81,0.000151002414,0.000206065701,0.000213799648,37.62,35.94,38.02,5.13,4.9,5.19,0.03,0.03,0.03,0.13,0.13,0.14,2.46,2.35,2.49,5.7,0.95,5.94,44.03,2.22,62.01
71,2016-01-03,23-24,86.67,38.32,41.31,0.000121554813,0.000209094242,0.00019395829,28.52,27.19,28.68,5.69,5.42,5.72,0.03,0.03,0.03,0.14,0.13,0.14,2.49,2.38,2.51,5.77,0.96,1.36,44.03,2.22,2.88
72,2016-01-04,00-01,88.04,39.71,42.73,8.4324176e-05,0.000164112891,0.00016840347,29.15,27.84,29.32,6.29,6.01,6.33,0.03,0.03,0.03,0.13,0.13,0.14,2.66,2.54,2.68,5.74,0.95,1.35,44.03,2.22,2.88
73,2016-01-04,01-02,84.46,36.5,34.08,6.7718509e-05,0.00015276382,0.000170333401,25.73,24.65,23.99,6.32,6.05,5.89,0.03,0.03,0.03,0.13,0.13,0.12,2.61,2.5,2.43,5.62,0.94,0.73,44.03,2.22,0.89
74,2016-01-04,02-03,84.26,36.42,34.0,6.0007711e-05,0.00014325802,0.000169354058,25.73,24.71,24.04,6.18,5.94,5.78,0.03,0.03,0.03,0.13,0.13,0.12,2.59,2.48,2.42,5.57,0.93,0.72,44.03,2.22,0.89
75,2016-01-04,03-04,83.21,35.46,33.11,5.6715284e-05,0.000138817056,0.000163015186,24.73,23.76,23.16,6.18,5.93,5.78,0.03,0.03,0.03,0.13,0.12,0.12,2.57,2.47,2.41,5.54,0.93,0.72,44.03,2.22,0.89
76,2016-01-04,04-05,83.79,36.09,33.73,5.5899447e-05,0.000136818517,0.000159850577,25.38,24.42,23.8,6.14,5.91,5.76,0.03,0.03,0.03,0.13,0.12,0.12,2.56,2.47,2.41,5.52,0.92,0.72,44.03,2.22,0.89
77,2016-01-04,05-06,84.02,36.4,34.08,5.7904451e-05,0.000137080071,0.000156668525,25.88,24.93,24.34,5.95,5.74,5.6,0.03,0.03,0.03,0.13,0.12,0.12,2.54,2.45,2.39,5.47,0.92,0.72,44.03,2.22,0.89
78,2016-01-04,06-07,91.43,43.76,41.33,6.7911138e-05,0.000142266724,0.000159372711,34.0,32.89,32.16,5.35,5.18,5.06,0.03,0.03,0.03,0.13,0.12,0.12,2.5,2.42,2.37,5.39,0.91,0.71,44.03,2.22,0.89
79,2016-01-04,07-08,98.89,50.57,53.77,9.1777405e-05,0.000115355403,0.000104107245,42.76,41.11,42.97,3.85,3.7,3.87,0.03,0.03,0.03,0.13,0.12,0.13,2.57,2.47,2.58,5.53,0.92,1.31,44.03,2.22,2.88
80,2016-01-04,08-09,103.48,54.66,58.32,0.000112369789,8.6064236e-05,5.1787937e-05,46.81,44.82,47.08,4.19,4.01,4.22,0.03,0.03,0.03,0.13,0.13,0.13,2.63,2.52,2.64,5.66,0.94,1.34,44.03,2.22,2.88
81,2016-01-04,09-10,101.82,53.55,56.71,0.000123039682,8.1879992e-05,5.1224862e-05,46.66,44.96,46.86,2.96,2.86,2.98,0.03,0.03,0.03,0.13,0.12,0.13,2.54,2.45,2.55,5.47,0.92,1.29,44.03,2.22,2.88
82,2016-01-04,10-11,96.67,49.16,51.67,0.000130981519,8.0001994e-05,5.2578237e-05,41.84,40.66,41.98,2.96,2.88,2.97,0.03,0.03,0.03,0.12,0.12,0.12,2.44,2.37,2.45,5.26,0.89,1.24,44.03,2.22,2.88
83,2016-01-04,11-12,96.99,49.2,51.92,0.000132420088,7.4813941e-05,5.2854674e-05,41.9,40.56,42.05,3.07,2.97,3.08,0.03,0.03,0.03,0.13,0.12,0.13,2.48,2.4,2.49,5.35,0.9,1.26,44.03,2.22,2.88
84,2016-01-04,12-13,95.92,48.17,50.89,0.000134772468,6.9710883e-05,4.8487989e-05,40.4,39.11,40.58,3.5,3.39,3.52,0.03,0.03,0.03,0.13,0.12,0.13,2.49,2.41,2.5,5.35,0.9,1.26,44.03,2.22,2.88
85,2016-01-04,13-14,94.98,113.52,113.52,0.00013709523,6.6766125e-05,4.6631671e-05,39.52,39.82,39.82,3.38,3.4,3.4,0.03,0.03,0.03,0.13,0.13,0.13,2.5,2.52,2.52,5.39,5.6,5.6,44.03,62.01,62.01
86,2016-01-04,14-15,96.39,115.07,115.07,0.000130116084,6.4147371e-05,5.057385e-05,40.31,40.71,40.71,3.65,3.68,3.68,0.03,0.03,0.03,0.13,0.13,0.13,2.61,2.64,2.64,5.63,5.86,5.86,44.03,62.01,62.01
87,2016-01-04,15-16,95.37,113.96,113.96,0.00012111575,6.0135811e-05,4.5594484e-05,39.34,39.67,39.67,3.81,3.84,3.84,0.03,0.03,0.03,0.13,0.13,0.13,2.55,2.57,2.57,5.49,5.71,5.71,44.03,62.01,62.01
88,2016-01-04,16-17,95.86,114.5,114.5,0.000118390849,5.7903306e-05,4.12316e-05,39.79,40.16,40.16,3.75,3.79,3.79,0.03,0.03,0.03,0.13,0.13,0.13,2.58,2.6,2.6,5.55,5.77,5.77,44.03,62.01,62.01
89,2016-01-04,17-18,94.97,113.55,113.55,0.000121480603,5.6790813e-05,4.1326906e-05,39.1,39.43,39.43,3.7,3.73,3.73,0.03,0.03,0.03,0.13,0.13,0.13,2.53,2.55,2.55,5.45,5.67,5.67,44.03,62.01,62.01
90,2016-01-04,18-19,95.41,114.0,114.0,0.000123320108,5.6961343e-05,4.0364301e-05,38.76,39.09,39.09,4.57,4.61,4.61,0.03,0.03,0.03,0.13,0.13,0.13,2.5,2.53,2.53,5.39,5.61,5.61,44.03,62.01,62.01
91,2016-01-04,19-20,97.54,116.15,116.15,0.000125119776,6.0257083e-05,4.3936513e-05,41.29,41.64,41.64,4.14,4.17,4.17,0.03,0.03,0.03,0.13,0.13,0.13,2.51,2.53,2.53,5.41,5.63,5.63,44.03,62.01,62.01
92,2016-01-04,20-21,105.8,124.58,124.58,0.000133958026,8.2732233e-05,5.9219048e-05,47.36,47.84,47.84,6.17,6.23,6.23,0.03,0.03,0.03,0.13,0.13,0.13,2.56,2.59,2.59,5.52,5.75,5.75,44.03,62.01,62.01
93,2016-01-04,21-22,116.51,135.49,135.49,0.000147116121,0.000158344104,0.000220906666,58.76,59.42,59.42,5.14,5.2,5.2,0.03,0.03,0.03,0.13,0.14,0.14,2.67,2.7,2.7,5.75,5.99,5.99,44.03,62.01,62.01
94,2016-01-04,22-23,106.03,124.89,124.89,0.000134835461,0.000165142596,0.000236910754,49.13,49.68,49.68,4.24,4.28,4.28,0.03,0.03,0.03,0.14,0.14,0.14,2.69,2.72,2.72,5.79,6.03,6.03,44.03,62.01,62.01
95,2016-01-04,23-24,102.71,53.37,57.37,0.000112664086,0.000172685428,0.000191256801,45.31,43.06,45.56,4.61,4.38,4.64,0.03,0.03,0.03,0.14,0.13,0.14,2.72,2.59,2.74,5.87,0.97,1.38,44.03,2.22,2.88
96,2016-01-05,00-01,80.56,33.53,35.51,8.2198054e-05,0.000138560722,0.000156907077,22.78,22.16,22.87,5.97,5.81,5.99,0.03,0.03,0.03,0.12,0.12,0.12,2.38,2.31,2.39,5.25,0.89,1.24,44.03,2.22,2.88
97,2016-01-05,01-02,76.4,29.61,27.65,6.8370821e-05,0.00012959647,0.000157155372,18.34,17.88,17.59,6.36,6.2,6.09,0.03,0.03,0.03,0.12,0.12,0.12,2.35,2.29,2.25,5.18,0.88,0.69,44.03,2.22,0.89
98,2016-01-05,02-03,73.44,26.79,24.9,5.941837e-05,0.000122313674,0.000152411794,14.35,14.02,13.8,7.43,7.26,7.14,0.03,0.03,0.03,0.12,0.12,0.12,2.33,2.28,2.24,5.14,0.87,0.69,44.03,2.22,0.89
99,2016-01-05,03-04,73.24,26.59,24.71,5.4778413e-05,0.000119144864,0.000149324865,14.21,13.88,13.66,7.37,7.2,7.09,0.03,0.03,0.03,0.12,0.12,0.12,2.34,2.28,2.24,5.15,0.87,0.69,44.03,2.22,0.89
100,2016-01-05,04-05,73.35,26.7,24.82,5.2519814e-05,0.000116843804,0.000145641092,14.22,13.89,13.67,7.48,7.3,7.19,0.03,0.03,0.03,0.12,0.12,0.12,2.33,2.28,2.24,5.14,0.87,0.69,44.03,2.22,0.89
101,2016-01-05,05-06,73.83,26.99,25.01,5.2358175e-05,0.000116176848,0.0001428173,14.29,13.9,13.63,7.73,7.52,7.38,0.03,0.03,0.03,0.12,0.12,0.12,2.38,2.32,2.27,5.25,0.89,0.7,44.03,2.22,0.89
102,2016-01-05,06-07,75.65,28.13,25.95,5.3905482e-05,0.000102418799,0.000127863553,15.18,14.57,14.19,8.16,7.83,7.63,0.03,0.03,0.03,0.13,0.13,0.12,2.53,2.43,2.37,5.58,0.93,0.73,44.03,2.22,0.89
