,Dia,Hora,PCB,CYM,COF2TD,PMHPCB,PMHCYM,SAHPCB,SAHCYM,FOMPCB,FOMCYM,FOSPCB,FOSCYM,INTPCB,INTCYM,PCAPPCB,PCAPCYM,TEUPCB,TEUCYM,CCVPCB,CCVCYM,EDSRPCB,EDSRCYM,EDCGASPCB,EDCGASCYM
32,2023-01-02,08-09,205.91,205.91,8.7081635e-05,155.25,155.25,13.78,13.78,0.04,0.04,0.19,0.19,0.0,0.0,0.21,0.21,28.57,28.57,3.63,3.63,0.0,0.0,4.23,4.23
33,2023-01-02,09-10,205.16,205.16,9.3947285e-05,155.47,155.47,13.13,13.13,0.04,0.04,0.19,0.19,0.0,0.0,0.21,0.21,28.57,28.57,3.61,3.61,0.0,0.0,3.93,3.93
34,2023-01-02,10-11,244.11,198.05,0.000105181543,149.66,149.16,12.66,12.62,0.04,0.04,0.19,0.19,0.0,0.0,1.26,0.21,72.99,28.57,3.53,3.5,0.0,0.0,3.77,3.76
35,2023-01-02,11-12,242.74,242.74,0.000109063139,148.46,148.46,12.81,12.81,0.04,0.04,0.19,0.19,0.0,0.0,1.26,1.26,72.99,72.99,3.51,3.51,0.0,0.0,3.49,3.49
36,2023-01-02,12-13,244.22,244.22,0.000109493807,149.54,149.54,12.77,12.77,0.04,0.04,0.19,0.19,0.0,0.0,1.26,1.26,72.99,72.99,3.53,3.53,0.0,0.0,3.9,3.9
37,2023-01-02,13-14,246.38,246.38,0.000116134341,152.82,152.82,11.59,11.59,0.04,0.04,0.19,0.19,0.0,0.0,1.25,1.25,72.99,72.99,3.56,3.56,0.0,0.0,3.94,3.94
38,2023-01-02,14-15,201.9,248.12,0.000119632556,153.6,154.26,11.77,11.82,0.04,0.04,0.19,0.19,0.0,0.0,0.21,1.26,28.57,72.99,3.56,3.59,0.0,0.0,3.96,3.98
39,2023-01-02,15-16,198.37,198.37,0.000111642522,150.85,150.85,11.12,11.12,0.04,0.04,0.19,0.19,0.0,0.0,0.21,0.21,28.57,28.57,3.51,3.51,0.0,0.0,3.87,3.87
40,2023-01-02,16-17,207.34,207.34,0.000106175595,155.96,155.96,14.41,14.41,0.04,0.04,0.19,0.19,0.0,0.0,0.21,0.21,28.57,28.57,3.65,3.65,0.0,0.0,4.31,4.31
41,2023-01-02,17-18,238.03,238.03,0.000109408875,189.6,189.6,9.85,9.85,0.04,0.04,0.19,0.19,0.0,0.0,0.21,0.21,28.57,28.57,4.11,4.11,0.0,0.0,5.45,5.45
42,2023-01-02,18-19,302.19,255.93,0.000129688146,208.06,207.36,9.66,9.63,0.04,0.04,0.19,0.19,0.0,0.0,1.27,0.21,72.99,28.57,4.41,4.38,0.0,0.0,5.56,5.55
43,2023-01-02,19-20,289.55,289.55,0.000147596687,197.59,197.59,7.93,7.93,0.04,0.04,0.19,0.19,0.0,0.0,1.27,1.27,72.99,72.99,4.22,4.22,0.0,0.0,5.32,5.32
44,2023-01-02,20-21,274.1,274.1,0.000162223505,182.68,182.68,7.78,7.78,0.04,0.04,0.19,0.19,0.0,0.0,1.28,1.28,72.99,72.99,3.99,3.99,0.0,0.0,5.14,5.14
45,2023-01-02,21-22,261.42,261.42,0.000169540632,169.44,169.44,8.41,8.41,0.04,0.04,0.19,0.19,0.0,0.0,1.28,1.28,72.99,72.99,3.8,3.8,0.0,0.0,5.27,5.27
46,2023-01-02,22-23,208.24,254.5,0.00016209159,161.57,162.25,9.01,9.05,0.04,0.04,0.19,0.19,0.0,0.0,0.21,1.28,28.57,72.99,3.67,3.7,0.0,0.0,4.97,4.99
47,2023-01-02,23-24,196.32,196.32,0.00013830622,149.56,149.56,9.74,9.74,0.04,0.04,0.19,0.19,0.0,0.0,0.21,0.21,28.57,28.57,3.5,3.5,0.0,0.0,4.5,4.5
48,2023-01-03,00-01,187.3,187.3,0.000106378729,157.46,157.46,14.86,14.86,0.05,0.05,0.2,0.2,0.0,0.0,0.0,0.0,3.18,3.18,3.76,3.76,0.0,0.0,7.8,7.8
49,2023-01-03,01-02,178.79,178.79,8.5376363e-05,147.3,147.3,16.27,16.27,0.05,0.05,0.2,0.2,0.0,0.0,0.0,0.0,3.18,3.18,3.64,3.64,0.0,0.0,8.16,8.16
50,2023-01-03,02-03,179.6,179.6,7.424294e-05,146.6,146.6,17.26,17.26,0.05,0.05,0.2,0.2,0.0,0.0,0.0,0.0,3.18,3.18,3.66,3.66,0.0,0.0,8.66,8.66
51,2023-01-03,03-04,177.63,177.63,6.8731425e-05,142.82,142.82,18.73,18.73,0.05,0.05,0.2,0.2,0.0,0.0,0.0,0.0,3.18,3.18,3.63,3.63,0.0,0.0,9.03,9.03
52,2023-01-03,04-05,175.74,175.74,6.6982607e-05,140.91,140.91,18.6,18.6,0.05,0.05,0.2,0.2,0.0,0.0,0.0,0.0,3.18,3.18,3.6,3.6,0.0,0.0,9.21,9.21
53,2023-01-03,05-06,177.2,177.2,6.9668312e-05,143.35,143.35,17.51,17.51,0.05,0.05,0.2,0.2,0.0,0.0,0.0,0.0,3.18,3.18,3.62,3.62,0.0,0.0,9.3,9.3
54,2023-01-03,06-07,198.9,198.9,8.0662343e-05,168.76,168.76,14.16,14.16,0.05,0.05,0.19,0.19,0.0,0.0,0.0,0.0,3.18,3.18,3.93,3.93,0.0,0.0,8.63,8.63
55,2023-01-03,07-08,213.77,213.77,0.000102609462,186.19,186.19,10.25,10.25,0.04,0.04,0.19,0.19,0.0,0.0,0.0,0.0,3.18,3.18,4.14,4.14,0.0,0.0,9.78,9.78
56,2023-01-03,08-09,252.17,252.17,0.000116494389,200.13,200.13,9.5,9.5,0.04,0.04,0.19,0.19,0.0,0.0,0.21,0.21,28.57,28.57,4.32,4.32,0.0,0.0,9.21,9.21
57,2023-01-03,09-10,253.32,253.32,0.00012533194,201.99,201.99,9.42,9.42,0.04,0.04,0.19,0.19,0.0,0.0,0.21,0.21,28.57,28.57,4.34,4.34,0.0,0.0,8.56,8.56
58,2023-01-03,10-11,278.03,231.69,0.000135367246,182.47,181.7,9.33,9.29,0.04,0.04,0.19,0.19,0.0,0.0,1.26,0.21,72.99,28.57,4.04,4.0,0.0,0.0,7.71,7.68
59,2023-01-03,11-12,266.95,266.95,0.000136369048,172.13,172.13,9.11,9.11,0.04,0.04,0.19,0.19,0.0,0.0,1.26,1.26,72.99,72.99,3.87,3.87,0.0,0.0,7.36,7.36
60,2023-01-03,12-13,251.14,251.14,0.000135815454,156.25,156.25,9.37,9.37,0.04,0.04,0.19,0.19,0.0,0.0,1.26,1.26,72.99,72.99,3.63,3.63,0.0,0.0,7.39,7.39
61,2023-01-03,13-14,246.7,246.7,0.000142872258,152.17,152.17,9.14,9.14,0.04,0.04,0.19,0.19,0.0,0.0,1.26,1.26,72.99,72.99,3.57,3.57,0.0,0.0,7.33,7.33
62,2023-01-03,14-15,196.27,242.32,0.000144617666,147.44,147.94,9.24,9.27,0.04,0.04,0.19,0.19,0.0,0.0,0.21,1.26,28.57,72.99,3.48,3.5,0.0,0.0,7.1,7.12
63,2023-01-03,15-16,190.7,190.7,0.00013779438,141.35,141.35,9.63,9.63,0.04,0.04,0.19,0.19,0.0,0.0,0.21,0.21,28.57,28.57,3.4,3.4,0.0,0.0,7.31,7.31
64,2023-01-03,16-17,210.11,210.11,0.000133257109,159.51,159.51,9.63,9.63,0.04,0.04,0.19,0.19,0.0,0.0,0.21,0.21,28.57,28.57,3.69,3.69,0.0,0.0,8.26,8.26
65,2023-01-03,17-18,237.68,237.68,0.000137692847,185.22,185.22,9.44,9.44,0.04,0.04,0.19,0.19,0.0,0.0,0.21,0.21,28.57,28.57,4.1,4.1,0.0,0.0,9.9,9.9
66,2023-01-03,18-19,298.14,251.71,0.000157796829,200.86,200.02,8.76,8.72,0.04,0.04,0.19,0.19,0.0,0.0,1.27,0.21,72.99,28.57,4.35,4.32,0.0,0.0,9.68,9.64
67,2023-01-03,19-20,287.77,287.77,0.000174501344,191.74,191.74,7.92,7.92,0.04,0.04,0.19,0.19,0.0,0.0,1.27,1.27,72.99,72.99,4.19,4.19,0.0,0.0,9.42,9.42
68,2023-01-03,20-21,276.71,276.71,0.000186987493,181.26,181.26,8.05,8.05,0.04,0.04,0.19,0.19,0.0,0.0,1.27,1.27,72.99,72.99,4.03,4.03,0.0,0.0,8.88,8.88
69,2023-01-03,21-22,274.49,274.49,0.000190578765,178.92,178.92,8.2,8.2,0.04,0.04,0.19,0.19,0.0,0.0,1.28,1.28,72.99,72.99,4.0,4.0,0.0,0.0,8.87,8.87
70,2023-01-03,22-23,209.0,255.26,0.000176532091,158.45,159.11,9.03,9.07,0.04,0.04,0.19,0.19,0.0,0.0,0.21,1.29,28.57,72.99,3.69,3.72,0.0,0.0,8.82,8.86
71,2023-01-03,23-24,191.7,191.7,0.00014842201,138.81,138.81,12.65,12.65,0.04,0.04,0.19,0.19,0.0,0.0,0.21,0.21,28.57,28.57,3.43,3.43,0.0,0.0,7.78,7.78
72,2023-01-04,00-01,182.6,182.6,0.00011809004,143.21,143.21,18.94,18.94,0.05,0.05,0.2,0.2,0.0,0.0,0.0,0.0,3.18,3.18,3.69,3.69,0.0,0.0,13.34,13.34
73,2023-01-04,01-02,161.81,161.81,9.4989208e-05,122.48,122.48,21.42,21.42,0.05,0.05,0.2,0.2,0.0,0.0,0.0,0.0,3.18,3.18,3.39,3.39,0.0,0.0,11.11,11.11
74,2023-01-04,02-03,154.17,154.17,8.2402329e-05,111.76,111.76,24.46,24.46,0.05,0.05,0.2,0.2,0.0,0.0,0.0,0.0,3.18,3.18,3.28,3.28,0.0,0.0,11.25,11.25
75,2023-01-04,03-04,147.81,147.81,7.6262765e-05,104.91,104.91,25.44,25.44,0.05,0.05,0.2,0.2,0.0,0.0,0.0,0.0,3.18,3.18,3.19,3.19,0.0,0.0,10.84,10.84
76,2023-01-04,04-05,142.74,142.74,7.3901855e-05,99.97,99.97,25.7,25.7,0.05,0.05,0.2,0.2,0.0,0.0,0.0,0.0,3.18,3.18,3.11,3.11,0.0,0.0,10.54,10.54
77,2023-01-04,05-06,149.93,149.93,7.5807362e-05,108.12,108.12,24.89,24.89,0.05,0.05,0.2,0.2,0.0,0.0,0.0,0.0,3.18,3.18,3.22,3.22,0.0,0.0,10.28,10.28
78,2023-01-04,06-07,168.09,168.09,8.5351928e-05,131.43,131.43,19.67,19.67,0.05,0.05,0.2,0.2,0.0,0.0,0.0,0.0,3.18,3.18,3.47,3.47,0.0,0.0,10.1,10.1
79,2023-01-04,07-08,157.93,157.93,0.000106569532,125.46,125.46,15.22,15.22,0.04,0.04,0.19,0.19,0.0,0.0,0.0,0.0,3.18,3.18,3.3,3.3,0.0,0.0,10.54,10.54
80,2023-01-04,08-09,213.25,213.25,0.000119627196,158.85,158.85,11.31,11.31,0.04,0.04,0.19,0.19,0.0,0.0,0.21,0.21,28.57,28.57,3.74,3.74,0.0,0.0,10.32,10.32
81,2023-01-04,09-10,205.25,205.25,0.000127511708,152.83,152.83,10.25,10.25,0.04,0.04,0.19,0.19,0.0,0.0,0.21,0.21,28.57,28.57,3.62,3.62,0.0,0.0,9.54,9.54
82,2023-01-04,10-11,239.74,193.69,0.000136317314,142.28,141.79,10.23,10.19,0.04,0.04,0.19,0.19,0.0,0.0,1.26,0.21,72.99,28.57,3.47,3.44,0.0,0.0,9.29,9.25
83,2023-01-04,11-12,211.22,211.22,0.000136246184,114.19,114.19,11.55,11.55,0.04,0.04,0.19,0.19,0.0,0.0,1.26,1.26,72.99,72.99,3.04,3.04,0.0,0.0,7.96,7.96
84,2023-01-04,12-13,221.63,221.63,0.000134757532,123.66,123.66,10.96,10.96,0.04,0.04,0.19,0.19,0.0,0.0,1.26,1.26,72.99,72.99,3.19,3.19,0.0,0.0,9.33,9.33
85,2023-01-04,13-14,222.67,222.67,0.000140878176,124.57,124.57,11.12,11.12,0.04,0.04,0.19,0.19,0.0,0.0,1.26,1.26,72.99,72.99,3.21,3.21,0.0,0.0,9.29,9.29
86,2023-01-04,14-15,176.59,222.58,0.000141522812,123.22,123.64,11.78,11.82,0.04,0.04,0.19,0.19,0.0,0.0,0.21,1.26,28.57,72.99,3.18,3.21,0.0,0.0,9.39,9.42
87,2023-01-04,15-16,175.72,175.72,0.00013498481,122.35,122.35,11.86,11.86,0.04,0.04,0.19,0.19,0.0,0.0,0.21,0.21,28.57,28.57,3.17,3.17,0.0,0.0,9.32,9.32
88,2023-01-04,16-17,182.43,182.43,0.000130728314,127.39,127.39,13.04,13.04,0.04,0.04,0.19,0.19,0.0,0.0,0.21,0.21,28.57,28.57,3.27,3.27,0.0,0.0,9.72,9.72
89,2023-01-04,17-18,207.48,207.48,0.000135336579,153.56,153.56,11.3,11.3,0.04,0.04,0.19,0.19,0.0,0.0,0.21,0.21,28.57,28.57,3.65,3.65,0.0,0.0,9.94,9.94
90,2023-01-04,18-19,300.19,253.93,0.000155770092,199.58,198.91,9.71,9.68,0.04,0.04,0.19,0.19,0.0,0.0,1.27,0.21,72.99,28.57,4.38,4.35,0.0,0.0,12.01,11.97
91,2023-01-04,19-20,290.87,290.87,0.000171578675,191.92,191.92,8.66,8.66,0.04,0.04,0.19,0.19,0.0,0.0,1.28,1.28,72.99,72.99,4.24,4.24,0.0,0.0,11.54,11.54
92,2023-01-04,20-21,278.02,278.02,0.000182958096,180.99,180.99,8.7,8.7,0.04,0.04,0.19,0.19,0.0,0.0,1.28,1.28,72.99,72.99,4.05,4.05,0.0,0.0,9.77,9.77
93,2023-01-04,21-22,264.62,264.62,0.000187226587,167.7,167.7,9.34,9.34,0.04,0.04,0.19,0.19,0.0,0.0,1.27,1.27,72.99,72.99,3.85,3.85,0.0,0.0,9.23,9.23
94,2023-01-04,22-23,203.72,249.96,0.000175947651,151.39,152.02,10.03,10.08,0.04,0.04,0.19,0.19,0.0,0.0,0.21,1.28,28.57,72.99,3.6,3.64,0.0,0.0,9.67,9.71
95,2023-01-04,23-24,181.23,181.23,0.000150617576,126.43,126.43,12.0,12.0,0.04,0.04,0.19,0.19,0.0,0.0,0.21,0.21,28.57,28.57,3.28,3.28,0.0,0.0,10.5,10.5
96,2023-01-05,00-01,147.83,147.83,0.000119056579,116.24,116.24,17.77,17.77,0.05,0.05,0.19,0.19,0.0,0.0,0.0,0.0,3.18,3.18,3.17,3.17,0.0,0.0,7.24,7.24
97,2023-01-05,01-02,134.53,134.53,9.58566e-05,98.03,98.03,23.21,23.21,0.05,0.05,0.2,0.2,0.0,0.0,0.0,0.0,3.18,3.18,2.98,2.98,0.0,0.0,6.89,6.89
98,2023-01-05,02-03,125.31,125.31,8.3257548e-05,85.83,85.83,25.17,25.17,0.05,0.05,0.2,0.2,0.0,0.0,0.0,0.0,3.18,3.18,2.84,2.84,0.0,0.0,8.05,8.05
99,2023-01-05,03-04,120.36,120.36,7.6937375e-05,80.21,80.21,27.22,27.22,0.05,0.05,0.2,0.2,0.0,0.0,0.0,0.0,3.18,3.18,2.77,2.77,0.0,0.0,6.73,6.73
100,2023-01-05,04-05,118.39,118.39,7.4698855e-05,77.21,77.21,27.68,27.68,0.05,0.05,0.2,0.2,0.0,0.0,0.0,0.0,3.18,3.18,2.74,2.74,0.0,0.0,7.33,7.33
101,2023-01-05,05-06,123.99,123.99,7.655987e-05,82.2,82.2,26.73,26.73,0.05,0.05,0.2,0.2,0.0,0.0,0.0,0.0,3.18,3.18,2.82,2.82,0.0,0.0,8.82,8.82
102,2023-01-05,06-07,151.45,151.45,8.5940061e-05,115.77,115.77,19.12,19.12,0.05,0.05,0.19,0.19,0.0,0.0,0.0,0.0,3.18,3.18,3.22,3.22,0.0,0.0,9.92,9.92
103,2023-01-05,07-08,159.47,159.47,0.000106726645,129.73,129.73,12.52,12.52,0.04,0.04,0.19,0.19,0.0,0.0,0.0,0.0,3.18,3.18,3.32,3.32,0.0,0.0,10.49,10.49
104,2023-01-05,08-09,214.61,214.61,0.000119060747,159.98,159.98,9.78,9.78,0.04,0.04,0.19,0.19,0.0,0.0,0.21,0.21,28.57,28.57,3.76,3.76,0.0,0.0,12.08,12.08
105,2023-01-05,09-10,199.08,199.08,0.000127237823,145.83,145.83,9.77,9.77,0.04,0.04,0.19,0.19,0.0,0.0,0.21,0.21,28.57,28.57,3.52,3.52,0.0,0.0,10.94,10.94
106,2023-01-05,10-11,221.46,175.48,0.000136089646,123.91,123.49,10.0,9.97,0.04,0.04,0.19,0.19,0.0,0.0,1.26,0.21,72.99,28.57,3.19,3.16,0.0,0.0,9.87,9.84
107,2023-01-05,11-12,231.71,231.71,0.000136119301,133.97,133.97,9.74,9.74,0.04,0.04,0.19,0.19,0.0,0.0,1.26,1.26,72.99,72.99,3.35,3.35,0.0,0.0,10.19,10.19
108,2023-01-05,12-13,216.3,216.3,0.00013466942,118.97,118.97,9.94,9.94,0.04,0.04,0.19,0.19,0.0,0.0,1.26,1.26,72.99,72.99,3.11,3.11,0.0,0.0,9.8,9.8
109,2023-01-05,13-14,210.55,210.55,0.000140943904,113.51,113.51,9.93,9.93,0.04,0.04,0.19,0.19,0.0,0.0,1.26,1.26,72.99,72.99,3.02,3.02,0.0,0.0,9.6,9.6
110,2023-01-05,14-15,161.03,206.96,0.000141950021,109.96,110.33,10.05,10.08,0.04,0.04,0.19,0.19,0.0,0.0,0.21,1.25,28.57,72.99,2.94,2.97,0.0,0.0,9.07,9.1
111,2023-01-05,15-16,159.01,159.01,0.000134452766,107.48,107.48,10.23,10.23,0.04,0.04,0.19,0.19,0.0,0.0,0.21,0.21,28.57,28.57,2.92,2.92,0.0,0.0,9.36,9.36
112,2023-01-05,16-17,164.28,164.28,0.000129679431,111.62,111.62,10.43,10.43,0.04,0.04,0.19,0.19,0.0,0.0,0.21,0.21,28.57,28.57,3.0,3.0,0.0,0.0,10.22,10.22
113,2023-01-05,17-18,195.82,195.82,0.000132588893,140.73,140.73,10.11,10.11,0.04,0.04,0.19,0.19,0.0,0.0,0.21,0.21,28.57,28.57,3.48,3.48,0.0,0.0,12.49,12.49
114,2023-01-05,18-19,296.42,250.0,0.000149276522,194.86,194.04,8.49,8.45,0.04,0.04,0.19,0.19,0.0,0.0,1.28,0.21,72.99,28.57,4.33,4.29,0.0,0.0,14.25,14.19
115,2023-01-05,19-20,314.57,314.57,0.000162302403,213.04,213.04,8.03,8.03,0.04,0.04,0.19,0.19,0.0,0.0,1.28,1.28,72.99,72.99,4.6,4.6,0.0,0.0,14.39,14.39
116,2023-01-05,20-21,298.02,298.02,0.000173119359,196.62,196.62,8.3,8.3,0.04,0.04,0.19,0.19,0.0,0.0,1.28,1.28,72.99,72.99,4.35,4.35,0.0,0.0,14.23,14.23
117,2023-01-05,21-22,284.26,284.26,0.000177125472,182.1,182.1,8.85,8.85,0.04,0.04,0.19,0.19,0.0,0.0,1.28,1.28,72.99,72.99,4.15,4.15,0.0,0.0,14.66,14.66
118,2023-01-05,22-23,217.77,264.06,0.000166663518,161.54,162.21,9.5,9.54,0.04,0.04,0.19,0.19,0.0,0.0,0.21,1.28,28.57,72.99,3.82,3.85,0.0,0.0,13.89,13.95
119,2023-01-05,23-24,199.3,199.3,0.000144170519,143.02,143.02,10.41,10.41,0.04,0.04,0.19,0.19,0.0,0.0,0.21,0.21,28.57,28.57,3.55,3.55,0.0,0.0,13.3,13.3
120,2023-01-06,00-01,159.69,159.69,0.000132685792,131.22,131.22,14.49,14.49,0.05,0.05,0.2,0.2,0.0,0.0,0.0,0.0,3.18,3.18,3.36,3.36,0.0,0.0,7.21,7.21
121,2023-01-06,01-02,155.71,155.71,0.000111367791,124.44,124.44,18.44,18.44,0.05,0.05,0.2,0.2,0.0,0.0,0.0,0.0,3.18,3.18,3.3,3.3,0.0,0.0,6.11,6.11
122,2023-01-06,02-03,154.41,154.41,9.5082106e-05,121.01,121.01,20.12,20.12,0.05,0.05,0.2,0.2,0.0,0.0,0.0,0.0,3.18,3.18,3.29,3.29,0.0,0.0,6.57,6.57
123,2023-01-06,03-04,139.37,139.37,8.5049382e-05,102.36,102.36,24.98,24.98,0.05,0.05,0.2,0.2,0.0,0.0,0.0,0.0,3.18,3.18,3.07,3.07,0.0,0.0,5.52,5.52
124,2023-01-06,04-05,134.02,134.02,7.9934351e-05,95.57,95.57,26.37,26.37,0.05,0.05,0.2,0.2,0.0,0.0,0.0,0.0,3.18,3.18,2.99,2.99,0.0,0.0,5.66,5.66
