,Dia,Hora,GEN,NOC,VHC,COFGEN,COFNOC,COFVHC,PMHGEN,PMHNOC,PMHVHC,SAHGEN,SAHNOC,SAHVHC,FOMGEN,FOMNOC,FOMVHC,FOSGEN,FOSNOC,FOSVHC,INTGEN,INTNOC,INTVHC,PCAPGEN,PCAPNOC,PCAPVHC,TEUGEN,TEUNOC,TEUVHC
24,2015-01-02,00-01,83.26,30.69,33.31,0.000109421946,0.000241320211,0.000161988987,12.03,11.58,12.08,12.91,12.42,12.97,0.03,0.03,0.03,0.13,0.12,0.13,2.46,2.37,2.47,11.67,1.95,2.75,44.03,2.22,2.88
25,2015-01-02,01-02,77.75,25.39,23.11,9.0060974e-05,0.000225802173,0.000160448925,8.32,8.01,7.81,11.12,10.7,10.43,0.03,0.03,0.03,0.13,0.12,0.12,2.46,2.37,2.31,11.67,1.95,1.52,44.03,2.22,0.89
26,2015-01-02,02-03,74.23,22.01,19.81,7.7146033e-05,0.0002090267,0.00015686298,5.95,5.72,5.58,9.98,9.6,9.36,0.03,0.03,0.03,0.13,0.12,0.12,2.46,2.37,2.31,11.67,1.95,1.52,44.03,2.22,0.89
27,2015-01-02,03-04,73.1,21.39,19.33,6.9279626e-05,0.000197815005,0.00014857872,4.55,4.41,4.33,10.75,10.42,10.22,0.03,0.03,0.03,0.12,0.12,0.12,2.37,2.3,2.26,11.24,1.9,1.49,44.03,2.22,0.89
28,2015-01-02,04-05,74.25,22.1,19.92,6.5429357e-05,0.000192085304,0.000144211667,4.69,4.52,4.41,11.32,10.91,10.65,0.03,0.03,0.03,0.13,0.12,0.12,2.45,2.36,2.3,11.6,1.94,1.52,44.03,2.22,0.89
29,2015-01-02,05-06,75.3,22.88,20.63,6.4504632e-05,0.000196533274,0.000139032476,5.7,5.47,5.33,11.13,10.69,10.41,0.03,0.03,0.03,0.13,0.13,0.12,2.49,2.39,2.33,11.79,1.97,1.53,44.03,2.22,0.89
30,2015-01-02,06-07,75.96,23.27,20.94,6.6107588e-05,0.000200851607,0.000143878195,6.12,5.86,5.69,11.1,10.62,10.31,0.03,0.03,0.03,0.13,0.13,0.12,2.53,2.42,2.35,12.01,2.0,1.55,44.03,2.22,0.89
31,2015-01-02,07-08,77.55,24.88,27.4,7.2450822e-05,0.000188577828,0.000146629429,8.57,8.22,8.62,10.32,9.88,10.38,0.03,0.03,0.03,0.13,0.13,0.13,2.52,2.42,2.54,11.95,1.99,2.82,44.03,2.22,2.88
32,2015-01-02,08-09,79.34,25.86,28.74,8.2762001e-05,0.000135229887,8.5814322e-05,8.76,8.3,8.81,11.17,10.6,11.24,0.03,0.03,0.03,0.14,0.13,0.14,2.65,2.51,2.67,12.56,2.07,2.97,44.03,2.22,2.88
33,2015-01-02,09-10,83.55,29.86,32.97,0.000103325904,0.000121564266,5.6615738e-05,9.84,9.34,9.9,14.3,13.56,14.39,0.03,0.03,0.03,0.14,0.13,0.14,2.65,2.51,2.67,12.56,2.07,2.97,44.03,2.22,2.88
34,2015-01-02,10-11,80.82,27.48,30.35,0.000125487826,0.00012724102,6.4430056e-05,13.47,12.81,13.54,8.17,7.77,8.22,0.03,0.03,0.03,0.14,0.13,0.14,2.61,2.48,2.62,12.37,2.05,2.92,44.03,2.22,2.88
35,2015-01-02,11-12,78.85,25.74,28.45,0.000138368538,0.000117161301,6.9080249e-05,12.6,12.01,12.67,7.2,6.86,7.24,0.03,0.03,0.03,0.14,0.13,0.14,2.59,2.47,2.6,12.27,2.03,2.89,44.03,2.22,2.88
36,2015-01-02,12-13,73.82,92.44,23.83,0.000142326124,9.0651384e-05,6.4521001e-05,8.39,8.47,8.43,7.11,7.18,7.14,0.03,0.03,0.03,0.13,0.13,0.13,2.46,2.48,2.47,11.67,12.13,2.75,44.03,62.01,2.88
37,2015-01-02,13-14,73.87,92.48,92.48,0.00014767354,8.5077999e-05,6.0584017e-05,8.32,8.4,8.4,7.23,7.3,7.3,0.03,0.03,0.03,0.13,0.13,0.13,2.46,2.48,2.48,11.67,12.13,12.13,44.03,62.01,62.01
38,2015-01-02,14-15,73.33,91.94,91.94,0.000146522525,8.2693914e-05,5.8809401e-05,7.56,7.63,7.63,7.46,7.52,7.52,0.03,0.03,0.03,0.13,0.13,0.13,2.46,2.48,2.48,11.67,12.13,12.13,44.03,62.01,62.01
39,2015-01-02,15-16,71.77,90.37,90.37,0.000135738244,7.4957094e-05,5.7858115e-05,5.95,6.0,6.0,7.51,7.58,7.58,0.03,0.03,0.03,0.13,0.13,0.13,2.46,2.48,2.48,11.67,12.13,12.13,44.03,62.01,62.01
40,2015-01-02,16-17,72.94,91.55,91.55,0.000127254892,7.033122e-05,5.2805017e-05,7.25,7.32,7.32,7.37,7.44,7.44,0.03,0.03,0.03,0.13,0.13,0.13,2.46,2.48,2.48,11.67,12.13,12.13,44.03,62.01,62.01
41,2015-01-02,17-18,77.33,95.98,95.98,0.000126204591,7.023019e-05,4.7999446e-05,11.45,11.56,11.56,7.56,7.63,7.63,0.03,0.03,0.03,0.13,0.13,0.13,2.46,2.48,2.48,11.67,12.13,12.13,44.03,62.01,62.01
42,2015-01-02,18-19,111.41,130.38,130.38,0.000138682125,9.355508e-05,6.9723691e-05,38.93,39.29,39.29,14.17,14.3,14.3,0.03,0.03,0.03,0.13,0.13,0.13,2.46,2.48,2.48,11.67,12.13,12.13,44.03,62.01,62.01
43,2015-01-02,19-20,128.79,147.91,147.91,0.000155871228,0.000161758222,0.000171364581,59.45,60.0,60.0,11.02,11.12,11.12,0.03,0.03,0.03,0.13,0.13,0.13,2.46,2.48,2.48,11.67,12.13,12.13,44.03,62.01,62.01
44,2015-01-02,20-21,130.66,149.81,149.81,0.000170353601,0.00018515985,0.000210586351,61.84,62.41,62.41,10.51,10.61,10.61,0.03,0.03,0.03,0.13,0.13,0.13,2.46,2.48,2.48,11.67,12.13,12.13,44.03,62.01,62.01
45,2015-01-02,21-22,128.4,147.53,147.53,0.000172981019,0.000192018205,0.000213612815,59.64,60.19,60.19,10.45,10.55,10.55,0.03,0.03,0.03,0.13,0.13,0.13,2.46,2.48,2.48,11.67,12.13,12.13,44.03,62.01,62.01
46,2015-01-02,22-23,123.85,69.74,142.93,0.000153216205,0.000228450722,0.000190374605,54.75,52.68,55.26,10.78,10.38,10.88,0.03,0.03,0.03,0.13,0.12,0.13,2.46,2.37,2.48,11.67,1.95,12.13,44.03,2.22,62.01
47,2015-01-02,23-24,112.71,59.03,62.89,0.000126666516,0.00024487604,0.000176483589,50.02,48.13,50.23,4.38,4.21,4.39,0.03,0.03,0.03,0.13,0.12,0.13,2.46,2.37,2.47,11.67,1.95,2.75,44.03,2.22,2.88
48,2015-01-03,00-01,113.9,58.64,63.51,0.000100798652,0.000206862456,0.000170017811,44.94,42.62,45.22,9.68,9.18,9.74,0.03,0.03,0.03,0.14,0.13,0.14,2.52,2.39,2.54,12.56,2.07,2.97,44.03,2.22,2.88
49,2015-01-03,01-02,104.74,49.96,46.58,8.3318387e-05,0.000192395502,0.000172879998,34.28,32.51,31.39,11.19,10.61,10.24,0.03,0.03,0.03,0.14,0.13,0.13,2.52,2.39,2.31,12.56,2.07,1.6,44.03,2.22,0.89
50,2015-01-03,02-03,101.49,46.94,43.69,7.3279452e-05,0.000179917678,0.000167458357,30.68,29.11,28.13,11.59,11.0,10.63,0.03,0.03,0.03,0.14,0.13,0.13,2.51,2.38,2.3,12.51,2.06,1.6,44.03,2.22,0.89
51,2015-01-03,03-04,95.47,41.52,38.55,6.7227803e-05,0.000172865569,0.000162870926,24.16,23.0,22.27,12.35,11.76,11.39,0.03,0.03,0.03,0.14,0.13,0.13,2.47,2.35,2.28,12.29,2.04,1.58,44.03,2.22,0.89
52,2015-01-03,04-05,91.41,37.75,34.93,6.3599893e-05,0.000168677488,0.000159643082,20.56,19.61,19.0,11.96,11.4,11.05,0.03,0.03,0.03,0.14,0.13,0.13,2.46,2.34,2.27,12.24,2.03,1.57,44.03,2.22,0.89
53,2015-01-03,05-06,91.16,37.69,34.92,6.2647432e-05,0.000174965263,0.000155860979,20.6,19.68,19.09,11.83,11.31,10.97,0.03,0.03,0.03,0.13,0.13,0.12,2.43,2.32,2.25,12.11,2.01,1.56,44.03,2.22,0.89
54,2015-01-03,06-07,93.6,40.26,37.5,6.3821994e-05,0.000175497672,0.000159798657,24.06,23.06,22.42,11.02,10.55,10.26,0.03,0.03,0.03,0.13,0.13,0.12,2.4,2.3,2.23,11.93,1.99,1.55,44.03,2.22,0.89
55,2015-01-03,07-08,91.5,38.86,41.71,6.9919984e-05,0.000129464407,9.7910708e-05,22.86,22.06,22.96,10.64,10.27,10.68,0.03,0.03,0.03,0.13,0.12,0.13,2.31,2.23,2.32,11.51,1.93,2.71,44.03,2.22,2.88
56,2015-01-03,08-09,94.86,41.48,44.79,8.1688582e-05,9.3469524e-05,4.5991734e-05,24.28,23.26,24.4,12.08,11.57,12.14,0.03,0.03,0.03,0.13,0.13,0.13,2.39,2.29,2.41,11.92,1.99,2.81,44.03,2.22,2.88
57,2015-01-03,09-10,99.54,46.09,49.56,0.000103311012,9.7330022e-05,4.2889602e-05,30.42,29.18,30.57,10.72,10.28,10.77,0.03,0.03,0.03,0.13,0.13,0.13,2.38,2.28,2.39,11.84,1.98,2.79,44.03,2.22,2.88
58,2015-01-03,10-11,96.52,42.88,46.36,0.000121251451,0.000101302646,5.1077027e-05,30.85,29.49,31.0,7.01,6.7,7.05,0.03,0.03,0.03,0.13,0.13,0.13,2.42,2.31,2.43,12.05,2.0,2.84,44.03,2.22,2.88
59,2015-01-03,11-12,101.8,47.92,51.7,0.00013179778,9.5507949e-05,5.341098e-05,33.31,31.84,33.5,9.82,9.39,9.88,0.03,0.03,0.03,0.13,0.13,0.13,2.42,2.31,2.43,12.06,2.0,2.85,44.03,2.22,2.88
60,2015-01-03,12-13,103.75,122.73,53.62,0.000134410523,7.847306e-05,4.7893794e-05,35.43,35.8,35.63,9.59,9.69,9.64,0.03,0.03,0.03,0.13,0.14,0.13,2.43,2.46,2.44,12.11,12.61,2.86,44.03,62.01,2.88
61,2015-01-03,13-14,101.76,120.85,120.85,0.000136490998,7.5416438e-05,4.7018334e-05,32.0,32.4,32.4,10.48,10.61,10.61,0.03,0.03,0.03,0.14,0.14,0.14,2.52,2.55,2.55,12.56,13.1,13.1,44.03,62.01,62.01
62,2015-01-03,14-15,100.96,120.04,120.04,0.000136297006,7.2523874e-05,4.7933975e-05,30.31,30.69,30.69,11.37,11.51,11.51,0.03,0.03,0.03,0.14,0.14,0.14,2.52,2.55,2.55,12.56,13.1,13.1,44.03,62.01,62.01
63,2015-01-03,15-16,91.0,109.96,109.96,0.000121807457,6.482507e-05,4.5181909e-05,19.03,19.27,19.27,12.68,12.84,12.84,0.03,0.03,0.03,0.14,0.14,0.14,2.52,2.55,2.55,12.56,13.1,13.1,44.03,62.01,62.01
64,2015-01-03,16-17,86.96,105.87,105.87,0.000115495851,6.0014369e-05,3.8837744e-05,14.62,14.8,14.8,13.2,13.36,13.36,0.03,0.03,0.03,0.14,0.14,0.14,2.5,2.53,2.53,12.45,12.99,12.99,44.03,62.01,62.01
65,2015-01-03,17-18,91.74,110.64,110.64,0.000113501352,5.8806465e-05,3.7397738e-05,24.36,24.63,24.63,8.49,8.58,8.58,0.03,0.03,0.03,0.14,0.14,0.14,2.46,2.49,2.49,12.25,12.76,12.76,44.03,62.01,62.01
66,2015-01-03,18-19,95.16,113.98,113.98,0.000119868093,6.2145087e-05,4.0709119e-05,30.01,30.28,30.28,6.9,6.96,6.96,0.03,0.03,0.03,0.13,0.13,0.13,2.35,2.37,2.37,11.72,12.18,12.18,44.03,62.01,62.01
67,2015-01-03,19-20,112.69,131.77,131.77,0.000140023362,0.000117975813,0.000127132149,48.8,49.32,49.32,5.23,5.29,5.29,0.03,0.03,0.03,0.13,0.13,0.13,2.42,2.44,2.44,12.05,12.55,12.55,44.03,62.01,62.01
68,2015-01-03,20-21,120.29,139.61,139.61,0.000159556273,0.000164528747,0.000214542747,56.3,57.01,57.01,4.72,4.78,4.78,0.03,0.03,0.03,0.14,0.14,0.14,2.52,2.55,2.55,12.55,13.09,13.09,44.03,62.01,62.01
69,2015-01-03,21-22,116.99,136.28,136.28,0.000161348574,0.000180384513,0.000241215185,52.76,53.42,53.42,4.95,5.02,5.02,0.03,0.03,0.03,0.14,0.14,0.14,2.52,2.55,2.55,12.56,13.1,13.1,44.03,62.01,62.01
70,2015-01-03,22-23,113.7,58.46,132.95,0.000140773454,0.000204538487,0.000204339869,45.7,43.34,46.27,8.73,8.28,8.84,0.03,0.03,0.03,0.14,0.13,0.14,2.52,2.39,2.55,12.56,2.07,13.1,44.03,2.22,62.01
71,2015-01-03,23-24,106.69,51.81,56.26,0.000116254353,0.000211447192,0.00018764058,38.69,36.7,38.94,8.72,8.27,8.77,0.03,0.03,0.03,0.14,0.13,0.14,2.52,2.39,2.54,12.56,2.07,2.97,44.03,2.22,2.88
72,2015-01-04,00-01,99.74,45.82,49.55,8.373497e-05,0.000166655085,0.00017575569,31.1,29.69,31.27,9.57,9.13,9.62,0.03,0.03,0.03,0.13,0.13,0.14,2.73,2.6,2.74,12.16,2.02,2.87,44.03,2.22,2.88
73,2015-01-04,01-02,94.2,40.95,38.16,6.7254075e-05,0.000156141184,0.000174305445,25.35,24.32,23.65,10.13,9.72,9.45,0.03,0.03,0.03,0.13,0.13,0.12,2.66,2.55,2.48,11.87,1.98,1.54,44.03,2.22,0.89
74,2015-01-04,02-03,92.43,39.38,36.7,5.9169253e-05,0.000147214256,0.000168030459,23.41,22.5,21.91,10.42,10.01,9.75,0.03,0.03,0.03,0.13,0.13,0.12,2.64,2.54,2.47,11.77,1.97,1.53,44.03,2.22,0.89
75,2015-01-04,03-04,95.6,42.49,39.76,5.5802414e-05,0.000142757078,0.000160442836,25.81,24.82,24.19,11.24,10.81,10.54,0.03,0.03,0.03,0.13,0.12,0.12,2.63,2.53,2.46,11.73,1.96,1.53,44.03,2.22,0.89
76,2015-01-04,04-05,87.08,34.34,31.82,5.4804078e-05,0.000140088062,0.000156400324,17.24,16.59,16.17,11.34,10.91,10.63,0.03,0.03,0.03,0.13,0.12,0.12,2.62,2.52,2.46,11.7,1.96,1.53,44.03,2.22,0.89
77,2015-01-04,05-06,96.56,43.65,40.92,5.6273659e-05,0.000140081982,0.000154548843,28.63,27.61,26.93,9.57,9.23,9.0,0.03,0.03,0.03,0.13,0.12,0.12,2.6,2.51,2.44,11.59,1.94,1.52,44.03,2.22,0.89
78,2015-01-04,06-07,99.33,46.79,44.17,6.5714463e-05,0.000145186176,0.000156333768,31.64,30.68,30.05,9.68,9.39,9.19,0.03,0.03,0.03,0.13,0.12,0.12,2.53,2.46,2.4,11.29,1.9,1.49,44.03,2.22,0.89
79,2015-01-04,07-08,98.73,46.16,49.13,8.6877883e-05,0.000114445601,0.000114678793,31.85,30.85,31.98,8.86,8.58,8.89,0.03,0.03,0.03,0.13,0.12,0.13,2.54,2.46,2.55,11.31,1.91,2.67,44.03,2.22,2.88
80,2015-01-04,08-09,104.35,51.39,54.67,0.000105447499,8.3402286e-05,5.9404031e-05,39.71,38.39,39.89,6.45,6.24,6.48,0.03,0.03,0.03,0.13,0.12,0.13,2.56,2.48,2.57,11.43,1.92,2.69,44.03,2.22,2.88
81,2015-01-04,09-10,105.7,53.28,56.24,0.000117149084,8.0771444e-05,5.4297908e-05,42.91,41.74,43.07,5.01,4.88,5.03,0.03,0.03,0.03,0.12,0.12,0.12,2.49,2.42,2.5,11.11,1.88,2.62,44.03,2.22,2.88
82,2015-01-04,10-11,102.48,50.88,53.24,0.000126245333,7.9391859e-05,5.4282069e-05,40.36,39.59,40.44,4.85,4.76,4.86,0.03,0.03,0.03,0.12,0.12,0.12,2.4,2.35,2.4,10.7,1.82,2.51,44.03,2.22,2.88
83,2015-01-04,11-12,101.62,49.66,52.3,0.00012847153,7.5032891e-05,5.5514521e-05,38.93,38.02,39.07,5.16,5.04,5.18,0.03,0.03,0.03,0.12,0.12,0.12,2.45,2.39,2.46,10.91,1.85,2.57,44.03,2.22,2.88
84,2015-01-04,12-13,104.91,52.81,55.53,0.000130732482,7.1503084e-05,5.2674958e-05,42.36,41.33,42.47,4.98,4.86,5.0,0.03,0.03,0.03,0.12,0.12,0.12,2.45,2.39,2.46,10.94,1.86,2.57,44.03,2.22,2.88
85,2015-01-04,13-14,106.43,125.14,125.14,0.000133380117,6.8324475e-05,5.198726e-05,43.29,43.56,43.56,5.32,5.35,5.35,0.03,0.03,0.03,0.12,0.12,0.12,2.5,2.51,2.51,11.15,11.56,11.56,44.03,62.01,62.01
86,2015-01-04,14-15,101.77,120.65,120.65,0.00012622795,6.600672e-05,5.5367774e-05,36.15,36.48,36.48,7.16,7.22,7.22,0.03,0.03,0.03,0.13,0.13,0.13,2.62,2.64,2.64,11.67,12.13,12.13,44.03,62.01,62.01
87,2015-01-04,15-16,98.48,117.28,117.28,0.000115781791,6.0632442e-05,4.659003e-05,32.52,32.79,32.79,7.66,7.72,7.72,0.03,0.03,0.03,0.13,0.13,0.13,2.59,2.61,2.61,11.54,11.99,11.99,44.03,62.01,62.01
88,2015-01-04,16-17,97.15,115.9,115.9,0.000113442643,5.8197089e-05,4.2488249e-05,31.91,32.16,32.16,7.14,7.2,7.2,0.03,0.03,0.03,0.13,0.13,0.13,2.55,2.57,2.57,11.36,11.8,11.8,44.03,62.01,62.01
89,2015-01-04,17-18,95.45,114.14,114.14,0.000116989315,5.8282299e-05,4.4202627e-05,31.21,31.43,31.43,6.42,6.47,6.47,0.03,0.03,0.03,0.12,0.12,0.12,2.5,2.51,2.51,11.14,11.56,11.56,44.03,62.01,62.01
90,2015-01-04,18-19,94.49,113.13,113.13,0.000119860881,5.9337247e-05,4.3983632e-05,29.79,29.98,29.98,7.03,7.07,7.07,0.03,0.03,0.03,0.12,0.12,0.12,2.47,2.49,2.49,11.02,11.42,11.42,44.03,62.01,62.01
91,2015-01-04,19-20,98.03,116.69,116.69,0.000124588761,6.335509e-05,5.1678621e-05,33.65,33.86,33.86,6.7,6.74,6.74,0.03,0.03,0.03,0.12,0.12,0.12,2.47,2.49,2.49,11.03,11.43,11.43,44.03,62.01,62.01
92,2015-01-04,20-21,108.81,127.64,127.64,0.000136220227,8.7883272e-05,7.2458355e-05,45.5,45.85,45.85,5.36,5.41,5.41,0.03,0.03,0.03,0.12,0.13,0.13,2.52,2.54,2.54,11.24,11.68,11.68,44.03,62.01,62.01
93,2015-01-04,21-22,114.4,133.5,133.5,0.000146033828,0.000162417504,0.000226167216,49.38,49.91,49.91,6.26,6.33,6.33,0.03,0.03,0.03,0.13,0.13,0.13,2.67,2.7,2.7,11.9,12.39,12.39,44.03,62.01,62.01
94,2015-01-04,22-23,113.58,132.72,132.72,0.000130525898,0.000168299449,0.000242319013,47.16,47.69,47.69,7.27,7.35,7.35,0.03,0.03,0.03,0.14,0.14,0.14,2.74,2.77,2.77,12.22,12.73,12.73,44.03,62.01,62.01
95,2015-01-04,23-24,101.63,47.19,51.26,0.00010661517,0.000173497483,0.000189738428,35.65,33.88,35.87,6.55,6.22,6.59,0.03,0.03,0.03,0.14,0.13,0.14,2.79,2.65,2.81,12.45,2.06,2.94,44.03,2.22,2.88
96,2015-01-05,00-01,123.69,68.38,73.5,8.6697108e-05,0.000130286474,0.00017774769,54.75,52.13,55.05,9.67,9.21,9.73,0.03,0.03,0.03,0.14,0.13,0.14,2.75,2.62,2.77,12.32,2.04,2.91,44.03,2.22,2.88
97,2015-01-05,01-02,114.06,59.85,56.51,7.2461973e-05,0.000122564943,0.000176697935,44.24,42.39,41.19,11.01,10.55,10.25,0.03,0.03,0.03,0.13,0.13,0.12,2.67,2.56,2.48,11.95,1.99,1.55,44.03,2.22,0.89
98,2015-01-05,02-03,113.99,59.88,56.63,6.2528032e-05,0.000115497478,0.000171464528,43.52,41.73,40.61,11.75,11.26,10.96,0.03,0.03,0.03,0.13,0.13,0.12,2.65,2.54,2.47,11.88,1.98,1.54,44.03,2.22,0.89
99,2015-01-05,03-04,115.4,61.31,58.01,5.722968e-05,0.000112957472,0.000168308112,42.75,41.02,39.92,13.98,13.41,13.05,0.03,0.03,0.03,0.13,0.13,0.12,2.64,2.54,2.47,11.84,1.98,1.54,44.03,2.22,0.89
100,2015-01-05,04-05,111.1,57.24,54.05,5.4645936e-05,0.00011044306,0.000163358221,37.38,35.89,34.93,15.07,14.47,14.09,0.03,0.03,0.03,0.13,0.13,0.12,2.64,2.53,2.47,11.82,1.97,1.54,44.03,2.22,0.89
101,2015-01-05,05-06,111.04,57.19,54.05,5.4123571e-05,0.000109363144,0.000160934396,37.22,35.74,34.81,15.19,14.59,14.21,0.03,0.03,0.03,0.13,0.13,0.12,2.63,2.53,2.46,11.8,1.97,1.54,44.03,2.22,0.89
102,2015-01-05,06-07,111.55,57.54,54.3,5.5273569e-05,9.5015419e-05,0.000146521071,37.52,35.97,34.98,15.31,14.68,14.27,0.03,0.03,0.03,0.13,0.13,0.12,2.65,2.54,2.47,11.88,1.98,1.54,44.03,2.22,0.89
