,Dia,Hora,GEN,NOC,VHC,COFGEN,COFNOC,COFVHC,PMHGEN,PMHNOC,PMHVHC,SAHGEN,SAHNOC,SAHVHC,FOMGEN,FOMNOC,FOMVHC,FOSGEN,FOSNOC,FOSVHC,INTGEN,INTNOC,INTVHC,PCAPGEN,PCAPNOC,PCAPVHC,TEUGEN,TEUNOC,TEUVHC,CCVGEN,CCVNOC,CCVVHC
17,2020-01-01,17-18,105.73,124.59,124.59,0.000126405828,9.0587516e-05,7.0277239e-05,50.05,50.61,50.61,3.76,3.8,3.8,0.03,0.03,0.03,0.17,0.17,0.17,0.04,0.04,0.04,5.74,5.98,5.98,44.03,62.01,62.01,1.91,1.94,1.94
18,2020-01-01,18-19,107.66,126.55,126.55,0.000142098937,0.000125788292,0.000110880889,54.3,54.91,54.91,1.42,1.44,1.44,0.03,0.03,0.03,0.17,0.17,0.17,0.04,0.04,0.04,5.73,5.97,5.97,44.03,62.01,62.01,1.94,1.97,1.97
19,2020-01-01,19-20,109.77,128.63,128.63,0.000156175313,0.00015027687,0.000150322113,56.72,57.32,57.32,1.11,1.12,1.12,0.03,0.03,0.03,0.17,0.17,0.17,0.04,0.04,0.04,5.7,5.94,5.94,44.03,62.01,62.01,1.97,1.99,1.99
20,2020-01-01,20-21,107.15,126.04,126.04,0.000167464382,0.000160139826,0.00015564433,54.05,54.66,54.66,1.21,1.22,1.22,0.03,0.03,0.03,0.17,0.17,0.17,0.04,0.04,0.04,5.7,5.94,5.94,44.03,62.01,62.01,1.93,1.95,1.95
21,2020-01-01,21-22,109.21,128.06,128.06,0.000170317724,0.000166449695,0.000157846598,56.18,56.77,56.77,1.09,1.1,1.1,0.03,0.03,0.03,0.17,0.17,0.17,0.04,0.04,0.04,5.72,5.95,5.95,44.03,62.01,62.01,1.96,1.99,1.99
22,2020-01-01,22-23,106.54,57.21,125.36,0.000151727164,0.000193367354,0.000156618715,53.22,50.74,53.77,1.37,1.3,1.38,0.03,0.03,0.03,0.17,0.16,0.17,0.04,0.04,0.04,5.76,0.95,6.0,44.03,2.22,62.01,1.93,1.77,1.95
23,2020-01-01,23-24,101.06,51.88,55.73,0.000124161903,0.000188301491,0.000151485367,46.96,44.72,47.26,2.16,2.06,2.17,0.03,0.03,0.03,0.17,0.16,0.17,0.04,0.04,0.04,5.81,0.96,1.37,44.03,2.22,2.88,1.86,1.7,1.8
24,2020-01-02,00-01,86.44,38.08,41.04,0.000110075446,0.000181409249,0.00015650575,32.39,30.91,32.58,2.4,2.29,2.41,0.03,0.03,0.03,0.17,0.16,0.17,0.04,0.04,0.04,5.76,0.95,1.36,44.03,2.22,2.88,1.63,1.48,1.57
25,2020-01-02,01-02,85.79,37.38,34.74,8.8313547e-05,0.000161386164,0.000175369562,31.15,29.68,28.73,2.96,2.82,2.73,0.03,0.03,0.03,0.17,0.16,0.16,0.04,0.04,0.03,5.79,0.96,0.74,44.03,2.22,0.89,1.62,1.48,1.43
26,2020-01-02,02-03,81.98,33.71,31.16,7.4759281e-05,0.000145668662,0.000171145193,27.63,26.31,25.45,2.69,2.56,2.48,0.03,0.03,0.03,0.17,0.16,0.16,0.04,0.04,0.03,5.82,0.96,0.75,44.03,2.22,0.89,1.57,1.43,1.38
27,2020-01-02,03-04,80.36,32.13,29.64,6.7982332e-05,0.000136006446,0.000163461584,25.8,24.56,23.76,2.9,2.76,2.67,0.03,0.03,0.03,0.17,0.16,0.16,0.04,0.04,0.03,5.83,0.97,0.75,44.03,2.22,0.89,1.55,1.4,1.36
28,2020-01-02,04-05,79.42,31.2,28.74,6.50353e-05,0.000132369237,0.000154990642,23.59,22.43,21.7,4.18,3.97,3.84,0.03,0.03,0.03,0.17,0.16,0.16,0.04,0.04,0.03,5.84,0.97,0.75,44.03,2.22,0.89,1.54,1.39,1.34
29,2020-01-02,05-06,81.91,33.6,31.06,6.4907241e-05,0.000137079161,0.000148120624,26.25,24.98,24.16,3.98,3.79,3.67,0.03,0.03,0.03,0.17,0.16,0.16,0.04,0.04,0.03,5.83,0.97,0.75,44.03,2.22,0.89,1.57,1.43,1.38
30,2020-01-02,06-07,85.1,36.72,34.1,6.8543933e-05,0.000140404934,0.000141644495,29.6,28.2,27.3,3.82,3.64,3.52,0.03,0.03,0.03,0.17,0.16,0.16,0.04,0.04,0.03,5.8,0.96,0.74,44.03,2.22,0.89,1.61,1.47,1.42
31,2020-01-02,07-08,86.92,38.51,41.52,7.8858526e-05,0.000140219027,0.000133305787,31.75,30.26,31.93,3.52,3.35,3.54,0.03,0.03,0.03,0.17,0.16,0.17,0.04,0.04,0.04,5.76,0.95,1.36,44.03,2.22,2.88,1.63,1.49,1.58
32,2020-01-02,08-09,86.5,38.46,41.19,0.00010096659,0.000123780591,9.2137468e-05,31.43,30.16,31.59,3.6,3.46,3.62,0.03,0.03,0.03,0.17,0.16,0.17,0.04,0.03,0.04,5.6,0.93,1.32,44.03,2.22,2.88,1.6,1.47,1.54
33,2020-01-02,09-10,90.55,42.49,45.28,0.00013163555,0.000134545733,9.2264795e-05,36.02,34.63,36.17,3.1,2.98,3.11,0.03,0.03,0.03,0.16,0.16,0.16,0.04,0.03,0.04,5.53,0.92,1.3,44.03,2.22,2.88,1.65,1.52,1.59
34,2020-01-02,10-11,92.3,44.22,47.06,0.000152357123,0.000142794073,9.8638038e-05,38.29,36.84,38.45,2.58,2.48,2.59,0.03,0.03,0.03,0.16,0.16,0.16,0.04,0.03,0.04,5.5,0.92,1.3,44.03,2.22,2.88,1.67,1.54,1.61
35,2020-01-02,11-12,92.24,44.21,47.01,0.000156318599,0.000136032157,9.8609045e-05,38.23,36.82,38.39,2.59,2.49,2.6,0.03,0.03,0.03,0.16,0.16,0.16,0.04,0.03,0.04,5.5,0.92,1.3,44.03,2.22,2.88,1.67,1.54,1.61
36,2020-01-02,12-13,89.36,107.9,44.16,0.000156549473,0.000115816047,9.3276666e-05,35.31,35.61,35.46,2.73,2.75,2.74,0.03,0.03,0.03,0.16,0.16,0.16,0.04,0.04,0.04,5.45,5.66,1.28,44.03,62.01,2.88,1.62,1.63,1.56
37,2020-01-02,13-14,88.47,107.0,107.0,0.000163174345,0.000116724621,9.0618124e-05,34.28,34.57,34.57,2.87,2.9,2.9,0.03,0.03,0.03,0.16,0.16,0.16,0.04,0.04,0.04,5.45,5.67,5.67,44.03,62.01,62.01,1.61,1.62,1.62
38,2020-01-02,14-15,87.11,105.66,105.66,0.000161700701,0.000115091013,8.6945215e-05,32.85,33.16,33.16,2.93,2.96,2.96,0.03,0.03,0.03,0.16,0.16,0.16,0.04,0.04,0.04,5.48,5.7,5.7,44.03,62.01,62.01,1.59,1.61,1.61
39,2020-01-02,15-16,85.48,104.02,104.02,0.000147969412,0.000105272722,7.932776e-05,31.06,31.35,31.35,3.08,3.11,3.11,0.03,0.03,0.03,0.16,0.17,0.17,0.04,0.04,0.04,5.51,5.73,5.73,44.03,62.01,62.01,1.57,1.59,1.59
40,2020-01-02,16-17,88.05,106.62,106.62,0.000138490515,9.8404409e-05,7.5840532e-05,33.67,33.98,33.98,2.99,3.02,3.02,0.03,0.03,0.03,0.16,0.17,0.17,0.04,0.04,0.04,5.52,5.74,5.74,44.03,62.01,62.01,1.61,1.63,1.63
41,2020-01-02,17-18,89.92,108.5,108.5,0.000135599191,9.6239629e-05,7.5438988e-05,35.71,36.04,36.04,2.82,2.84,2.84,0.03,0.03,0.03,0.16,0.16,0.16,0.04,0.04,0.04,5.51,5.73,5.73,44.03,62.01,62.01,1.64,1.65,1.65
42,2020-01-02,18-19,97.28,115.93,115.93,0.000142759502,0.00010897428,8.4579314e-05,43.48,43.88,43.88,2.3,2.32,2.32,0.03,0.03,0.03,0.16,0.16,0.16,0.04,0.04,0.04,5.5,5.72,5.72,44.03,62.01,62.01,1.74,1.76,1.76
43,2020-01-02,19-20,100.22,118.9,118.9,0.000158549335,0.000153168845,0.000149226983,47.12,47.56,47.56,1.55,1.56,1.56,0.03,0.03,0.03,0.16,0.16,0.16,0.04,0.04,0.04,5.51,5.73,5.73,44.03,62.01,62.01,1.79,1.81,1.81
44,2020-01-02,20-21,101.1,119.83,119.83,0.000168855233,0.000165946097,0.000163934128,47.96,48.44,48.44,1.54,1.56,1.56,0.03,0.03,0.03,0.16,0.17,0.17,0.04,0.04,0.04,5.53,5.76,5.76,44.03,62.01,62.01,1.81,1.83,1.83
45,2020-01-02,21-22,101.15,119.83,119.83,0.000173401189,0.000173265364,0.000165916903,47.94,48.38,48.38,1.56,1.58,1.58,0.03,0.03,0.03,0.17,0.17,0.17,0.04,0.04,0.04,5.57,5.79,5.79,44.03,62.01,62.01,1.82,1.83,1.83
46,2020-01-02,22-23,100.93,52.06,119.74,0.000158140402,0.000200616299,0.000164550466,47.05,44.98,47.58,2.09,2.0,2.11,0.03,0.03,0.03,0.17,0.16,0.17,0.04,0.04,0.04,5.69,0.95,5.94,44.03,2.22,62.01,1.83,1.69,1.86
47,2020-01-02,23-24,95.57,46.88,50.25,0.000135957114,0.000197929734,0.000159921863,41.01,39.19,41.25,2.82,2.69,2.83,0.03,0.03,0.03,0.17,0.16,0.17,0.04,0.04,0.04,5.72,0.95,1.35,44.03,2.22,2.88,1.76,1.61,1.7
48,2020-01-03,00-01,75.66,27.87,30.21,0.000103077396,0.000154037982,0.00014452859,20.93,20.0,21.03,3.3,3.15,3.32,0.03,0.03,0.03,0.17,0.16,0.17,0.04,0.04,0.04,5.7,0.95,1.35,44.03,2.22,2.88,1.46,1.32,1.4
49,2020-01-03,01-02,72.04,24.36,22.17,8.3779568e-05,0.000137277988,0.00015703262,17.11,16.34,15.84,3.51,3.35,3.25,0.03,0.03,0.03,0.17,0.16,0.16,0.04,0.04,0.03,5.74,0.95,0.74,44.03,2.22,0.89,1.41,1.28,1.23
50,2020-01-03,02-03,71.91,24.16,21.94,7.2684059e-05,0.00012440539,0.000153304445,16.91,16.11,15.6,3.53,3.36,3.25,0.03,0.03,0.03,0.17,0.16,0.16,0.04,0.04,0.03,5.79,0.96,0.74,44.03,2.22,0.89,1.42,1.28,1.23
51,2020-01-03,03-04,64.99,17.56,15.55,6.6107203e-05,0.000115883701,0.000146914766,9.67,9.22,8.92,3.93,3.75,3.63,0.03,0.03,0.03,0.17,0.16,0.16,0.04,0.04,0.03,5.8,0.96,0.74,44.03,2.22,0.89,1.31,1.18,1.14
52,2020-01-03,04-05,62.54,15.2,13.27,6.2506927e-05,0.000112380536,0.000140787172,7.08,6.74,6.53,4.1,3.91,3.78,0.03,0.03,0.03,0.17,0.16,0.16,0.04,0.04,0.03,5.81,0.96,0.75,44.03,2.22,0.89,1.28,1.15,1.11
53,2020-01-03,05-06,63.19,15.85,13.9,6.1609373e-05,0.000115056878,0.000134573487,7.11,6.77,6.55,4.74,4.52,4.37,0.03,0.03,0.03,0.17,0.16,0.16,0.04,0.04,0.03,5.79,0.96,0.74,44.03,2.22,0.89,1.28,1.16,1.11
54,2020-01-03,06-07,67.26,19.75,17.68,6.3799973e-05,0.000116791047,0.000129860018,11.62,11.08,10.73,4.26,4.06,3.93,0.03,0.03,0.03,0.17,0.16,0.16,0.04,0.04,0.03,5.78,0.96,0.74,44.03,2.22,0.89,1.34,1.21,1.17
55,2020-01-03,07-08,67.84,20.36,22.35,7.0030034e-05,9.9153638e-05,9.8225185e-05,12.7,12.13,12.78,3.8,3.63,3.82,0.03,0.03,0.03,0.17,0.16,0.17,0.04,0.04,0.04,5.73,0.95,1.35,44.03,2.22,2.88,1.34,1.21,1.28
56,2020-01-03,08-09,67.58,20.32,22.19,8.608815e-05,9.2031644e-05,6.9991854e-05,12.25,11.76,12.31,4.17,4.0,4.19,0.03,0.03,0.03,0.17,0.16,0.17,0.04,0.03,0.04,5.58,0.93,1.32,44.03,2.22,2.88,1.31,1.19,1.26
57,2020-01-03,09-10,69.54,22.29,24.19,0.000111420622,0.000105355513,7.8173555e-05,14.89,14.31,14.95,3.54,3.4,3.56,0.03,0.03,0.03,0.16,0.16,0.16,0.04,0.03,0.04,5.52,0.92,1.3,44.03,2.22,2.88,1.33,1.21,1.27
58,2020-01-03,10-11,69.79,22.61,24.49,0.000132335445,0.000116579521,8.4893606e-05,16.34,15.75,16.42,2.38,2.29,2.39,0.03,0.03,0.03,0.16,0.16,0.16,0.04,0.03,0.04,5.48,0.92,1.29,44.03,2.22,2.88,1.33,1.22,1.27
59,2020-01-03,11-12,70.99,23.76,25.69,0.000140879442,0.000116900601,8.7048842e-05,15.76,15.19,15.84,4.14,3.99,4.16,0.03,0.03,0.03,0.16,0.16,0.16,0.04,0.03,0.04,5.49,0.92,1.29,44.03,2.22,2.88,1.35,1.23,1.29
60,2020-01-03,12-13,71.64,90.03,26.36,0.000143088728,0.000105888734,8.4226657e-05,16.46,16.6,16.53,4.13,4.16,4.15,0.03,0.03,0.03,0.16,0.16,0.16,0.04,0.04,0.04,5.44,5.66,1.28,44.03,62.01,2.88,1.35,1.37,1.29
61,2020-01-03,13-14,68.26,86.62,86.62,0.000148303238,0.000105095283,8.0955363e-05,12.92,13.03,13.03,4.33,4.37,4.37,0.03,0.03,0.03,0.16,0.16,0.16,0.04,0.04,0.04,5.45,5.66,5.66,44.03,62.01,62.01,1.3,1.32,1.32
62,2020-01-03,14-15,67.24,85.6,85.6,0.000145207811,0.000102017546,7.7988312e-05,11.76,11.86,11.86,4.47,4.51,4.51,0.03,0.03,0.03,0.16,0.16,0.16,0.04,0.04,0.04,5.46,5.68,5.68,44.03,62.01,62.01,1.29,1.3,1.3
63,2020-01-03,15-16,66.59,84.95,84.95,0.000129836495,9.1046379e-05,7.0674201e-05,10.76,10.86,10.86,4.8,4.84,4.84,0.03,0.03,0.03,0.16,0.16,0.16,0.04,0.04,0.04,5.49,5.71,5.71,44.03,62.01,62.01,1.28,1.3,1.3
64,2020-01-03,16-17,70.12,88.49,88.49,0.000120844478,8.4472302e-05,6.6734072e-05,14.28,14.4,14.4,4.75,4.79,4.79,0.03,0.03,0.03,0.16,0.16,0.16,0.04,0.04,0.04,5.5,5.71,5.71,44.03,62.01,62.01,1.34,1.35,1.35
65,2020-01-03,17-18,72.38,90.78,90.78,0.000117992516,8.2316751e-05,6.6530701e-05,16.6,16.74,16.74,4.66,4.7,4.7,0.03,0.03,0.03,0.16,0.16,0.16,0.04,0.04,0.04,5.49,5.71,5.71,44.03,62.01,62.01,1.37,1.38,1.38
66,2020-01-03,18-19,76.94,95.38,95.38,0.000123049637,8.5973429e-05,6.9749818e-05,21.4,21.58,21.58,4.4,4.43,4.43,0.03,0.03,0.03,0.16,0.16,0.16,0.04,0.04,0.04,5.46,5.67,5.67,44.03,62.01,62.01,1.43,1.45,1.45
67,2020-01-03,19-20,79.63,98.12,98.12,0.000141807339,0.000118565447,0.000101826732,26.57,26.82,26.82,1.86,1.87,1.87,0.03,0.03,0.03,0.16,0.16,0.16,0.04,0.04,0.04,5.47,5.69,5.69,44.03,62.01,62.01,1.48,1.49,1.49
68,2020-01-03,20-21,87.59,106.15,106.15,0.000162944308,0.000151664889,0.00014599893,33.3,33.61,33.61,2.93,2.96,2.96,0.03,0.03,0.03,0.16,0.16,0.16,0.04,0.04,0.04,5.5,5.72,5.72,44.03,62.01,62.01,1.6,1.62,1.62
69,2020-01-03,21-22,83.71,102.23,102.23,0.000167908806,0.000161430868,0.000157626439,30.9,31.19,31.19,1.53,1.54,1.54,0.03,0.03,0.03,0.16,0.16,0.16,0.04,0.04,0.04,5.48,5.7,5.7,44.03,62.01,62.01,1.54,1.56,1.56
70,2020-01-03,22-23,81.52,33.69,100.05,0.000147056266,0.000173226332,0.000153643697,28.38,27.22,28.66,1.76,1.69,1.78,0.03,0.03,0.03,0.17,0.16,0.17,0.04,0.03,0.04,5.59,0.93,5.82,44.03,2.22,62.01,1.53,1.4,1.54
71,2020-01-03,23-24,78.26,30.5,32.9,0.000119977757,0.000165156269,0.00014725674,24.62,23.59,24.75,2.28,2.18,2.29,0.03,0.03,0.03,0.17,0.16,0.17,0.04,0.03,0.04,5.62,0.94,1.33,44.03,2.22,2.88,1.48,1.35,1.42
72,2020-01-04,00-01,85.69,37.65,40.37,8.8269266e-05,0.000122664515,0.00013267067,27.0,25.89,27.13,7.21,6.91,7.24,0.03,0.03,0.03,0.17,0.16,0.17,0.05,0.05,0.05,5.62,0.94,1.33,44.03,2.22,2.88,1.6,1.46,1.54
73,2020-01-04,01-02,84.47,36.36,33.88,7.0335654e-05,0.000107889165,0.00014720163,24.75,23.68,23.01,8.19,7.83,7.61,0.03,0.03,0.03,0.17,0.16,0.16,0.05,0.05,0.05,5.67,0.94,0.73,44.03,2.22,0.89,1.59,1.45,1.41
74,2020-01-04,02-03,85.17,37.02,34.5,6.147868e-05,9.8485355e-05,0.000147957232,24.14,23.09,22.42,9.47,9.06,8.8,0.03,0.03,0.03,0.17,0.16,0.16,0.05,0.05,0.05,5.68,0.95,0.73,44.03,2.22,0.89,1.6,1.46,1.42
75,2020-01-04,03-04,86.3,38.07,35.51,5.7630368e-05,9.3453057e-05,0.000142631935,23.68,22.63,21.98,11.04,10.55,10.25,0.03,0.03,0.03,0.17,0.16,0.16,0.05,0.05,0.05,5.69,0.95,0.73,44.03,2.22,0.89,1.62,1.48,1.43
76,2020-01-04,04-05,86.23,38.0,35.45,5.6203305e-05,9.1191448e-05,0.000135389452,23.69,22.65,21.99,10.96,10.47,10.17,0.03,0.03,0.03,0.17,0.16,0.16,0.05,0.05,0.05,5.68,0.94,0.73,44.03,2.22,0.89,1.62,1.48,1.43
77,2020-01-04,05-06,87.47,39.23,36.67,5.7563183e-05,9.2173153e-05,0.000127852106,25.37,24.27,23.58,10.53,10.08,9.79,0.03,0.03,0.03,0.17,0.16,0.16,0.05,0.05,0.05,5.66,0.94,0.73,44.03,2.22,0.89,1.63,1.49,1.45
78,2020-01-04,06-07,91.11,42.93,40.33,6.719061e-05,9.9630076e-05,0.000126277961,30.63,29.41,28.63,8.95,8.59,8.36,0.03,0.03,0.03,0.17,0.16,0.15,0.05,0.05,0.05,5.58,0.93,0.73,44.03,2.22,0.89,1.67,1.54,1.5
79,2020-01-04,07-08,91.68,43.62,46.44,9.0264564e-05,9.867648e-05,0.000112139262,32.34,31.12,32.48,7.89,7.6,7.93,0.03,0.03,0.03,0.16,0.16,0.16,0.05,0.05,0.05,5.51,0.92,1.3,44.03,2.22,2.88,1.67,1.54,1.61
80,2020-01-04,08-09,90.05,42.38,44.88,0.000107685586,9.3464929e-05,8.2038311e-05,32.33,31.27,32.44,6.47,6.26,6.5,0.03,0.03,0.03,0.16,0.15,0.16,0.05,0.04,0.05,5.36,0.9,1.26,44.03,2.22,2.88,1.62,1.5,1.56
81,2020-01-04,09-10,86.6,39.17,41.45,0.000116868359,9.597359e-05,8.2991929e-05,32.71,31.72,32.83,2.75,2.66,2.76,0.03,0.03,0.03,0.16,0.15,0.16,0.05,0.04,0.05,5.32,0.9,1.25,44.03,2.22,2.88,1.56,1.45,1.5
82,2020-01-04,10-11,87.06,39.62,41.92,0.000124154355,9.7141406e-05,8.3285536e-05,33.35,32.33,33.47,2.57,2.49,2.58,0.03,0.03,0.03,0.16,0.15,0.16,0.05,0.04,0.05,5.32,0.9,1.25,44.03,2.22,2.88,1.57,1.45,1.51
83,2020-01-04,11-12,87.8,40.37,42.67,0.000125517076,9.4695684e-05,8.1611341e-05,33.21,32.23,33.33,3.45,3.35,3.46,0.03,0.03,0.03,0.16,0.15,0.16,0.05,0.04,0.05,5.31,0.9,1.25,44.03,2.22,2.88,1.58,1.46,1.52
84,2020-01-04,12-13,87.28,39.83,42.14,0.000128681578,9.2370761e-05,7.9769231e-05,32.73,31.73,32.84,3.41,3.31,3.42,0.03,0.03,0.03,0.16,0.15,0.16,0.05,0.04,0.05,5.32,0.9,1.25,44.03,2.22,2.88,1.57,1.46,1.51
85,2020-01-04,13-14,86.4,104.84,104.84,0.000135206111,9.1178298e-05,7.7618033e-05,32.0,32.22,32.22,3.3,3.32,3.32,0.03,0.03,0.03,0.16,0.16,0.16,0.05,0.05,0.05,5.29,5.49,5.49,44.03,62.01,62.01,1.55,1.57,1.57
86,2020-01-04,14-15,85.95,104.4,104.4,0.000131944117,8.8628024e-05,7.4010402e-05,31.41,31.63,31.63,3.43,3.45,3.45,0.03,0.03,0.03,0.16,0.16,0.16,0.05,0.05,0.05,5.31,5.51,5.51,44.03,62.01,62.01,1.55,1.56,1.56
87,2020-01-04,15-16,86.28,104.76,104.76,0.000122107449,8.1534523e-05,6.9501617e-05,31.16,31.41,31.41,3.96,3.99,3.99,0.03,0.03,0.03,0.16,0.16,0.16,0.05,0.05,0.05,5.33,5.54,5.54,44.03,62.01,62.01,1.56,1.57,1.57
88,2020-01-04,16-17,84.49,102.92,102.92,0.000116512658,7.7121884e-05,6.7525521e-05,30.11,30.32,30.32,3.25,3.27,3.27,0.03,0.03,0.03,0.16,0.16,0.16,0.05,0.05,0.05,5.33,5.53,5.53,44.03,62.01,62.01,1.53,1.54,1.54
89,2020-01-04,17-18,85.07,103.51,103.51,0.000116608013,7.67943e-05,6.7837846e-05,30.71,30.93,30.93,3.23,3.25,3.25,0.03,0.03,0.03,0.16,0.16,0.16,0.05,0.05,0.05,5.33,5.53,5.53,44.03,62.01,62.01,1.54,1.55,1.55
90,2020-01-04,18-19,85.84,104.28,104.28,0.000118232259,7.8060141e-05,6.940559e-05,31.74,31.96,31.96,2.93,2.95,2.95,0.03,0.03,0.03,0.16,0.16,0.16,0.05,0.05,0.05,5.36,5.56,5.56,44.03,62.01,62.01,1.56,1.57,1.57
91,2020-01-04,19-20,87.93,106.42,106.42,0.00012428506,8.2638339e-05,7.3305295e-05,33.92,34.19,34.19,2.77,2.8,2.8,0.03,0.03,0.03,0.16,0.16,0.16,0.05,0.05,0.05,5.38,5.58,5.58,44.03,62.01,62.01,1.59,1.6,1.6
92,2020-01-04,20-21,88.05,106.54,106.54,0.00014151823,0.000100121896,8.3548355e-05,34.92,35.19,35.19,1.89,1.91,1.91,0.03,0.03,0.03,0.16,0.16,0.16,0.05,0.05,0.05,5.38,5.59,5.59,44.03,62.01,62.01,1.59,1.61,1.61
93,2020-01-04,21-22,89.13,107.63,107.63,0.000160714362,0.000145545708,0.00014711135,36.08,36.36,36.36,1.78,1.8,1.8,0.03,0.03,0.03,0.16,0.16,0.16,0.05,0.05,0.05,5.39,5.6,5.6,44.03,62.01,62.01,1.61,1.63,1.63
