,Unnamed: 0,Dia,Hora,GEN,NOC,VHC,COFGEN,COFNOC,COFVHC,PMHGEN,PMHNOC,PMHVHC,SAHGEN,SAHNOC,SAHVHC,FOMGEN,FOMNOC,FOMVHC,FOSGEN,FOSNOC,FOSVHC,INTGEN,INTNOC,INTVHC,PCAPGEN,PCAPNOC,PCAPVHC,TEUGEN,TEUNOC,TEUVHC,CCVGEN,CCVNOC,CCVVHC
0,0,01/01/2021,00-01,"120,67","70,37","75,42","0,000111396270000000","0,000156785536000000","0,000138602057000000","64,06","60,87","64,46","4,33","4,12","4,36","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,87","0,97","1,39","44,03","2,22","2,88","2,17","1,99","2,11"
1,1,01/01/2021,01-02,"117,38","67,36","63,67","0,000093667286000000","0,000140250815000000","0,000153300578000000","60,26","57,35","55,44","4,92","4,68","4,53","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,84","0,97","0,75","44,03","2,22","0,89","2,11","1,94","1,87"
2,2,01/01/2021,02-03,"114,67","64,50","60,82","0,000078825434000000","0,000123827838000000","0,000149147907000000","56,66","53,74","51,88","5,76","5,46","5,27","0,03","0,03","0,03","0,18","0,18","0,17","0,00","0,00","0,00","5,92","0,98","0,75","44,03","2,22","0,89","2,08","1,91","1,84"
3,3,01/01/2021,03-04,"108,29","58,45","54,98","0,000068957591000000","0,000111642104000000","0,000140967682000000","49,20","46,67","45,05","6,92","6,57","6,34","0,03","0,03","0,03","0,18","0,18","0,17","0,00","0,00","0,00","5,93","0,98","0,75","44,03","2,22","0,89","1,99","1,82","1,75"
4,4,01/01/2021,04-05,"106,33","56,59","53,19","0,000063511996000000","0,000105116535000000","0,000133523072000000","47,10","44,68","43,13","7,09","6,73","6,49","0,03","0,03","0,03","0,18","0,18","0,17","0,00","0,00","0,00","5,93","0,98","0,75","44,03","2,22","0,89","1,96","1,79","1,72"
5,5,01/01/2021,05-06,"106,13","56,41","53,01","0,000061406747000000","0,000105509592000000","0,000127298510000000","46,78","44,37","42,84","7,22","6,85","6,61","0,03","0,03","0,03","0,18","0,18","0,17","0,00","0,00","0,00","5,93","0,98","0,75","44,03","2,22","0,89","1,96","1,79","1,72"
6,6,01/01/2021,06-07,"106,18","56,45","53,06","0,000062406034000000","0,000106634038000000","0,000122372116000000","46,85","44,43","42,90","7,21","6,83","6,60","0,03","0,03","0,03","0,18","0,18","0,17","0,00","0,00","0,00","5,93","0,98","0,75","44,03","2,22","0,89","1,96","1,79","1,72"
7,7,01/01/2021,07-08,"105,89","56,17","60,49","0,000067056808000000","0,000108089787000000","0,000116825462000000","46,78","44,37","47,08","6,98","6,62","7,02","0,03","0,03","0,03","0,18","0,18","0,19","0,00","0,00","0,00","5,93","0,98","1,40","44,03","2,22","2,88","1,95","1,78","1,90"
8,8,01/01/2021,08-09,"104,39","55,05","59,04","0,000078451309000000","0,000102678109000000","0,000095932690000000","45,77","43,58","46,03","6,66","6,34","6,70","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,81","0,96","1,37","44,03","2,22","2,88","1,91","1,75","1,85"
9,9,01/01/2021,09-10,"103,42","54,28","58,11","0,000100952546000000","0,000108795581000000","0,000080181301000000","45,33","43,25","45,59","6,21","5,93","6,25","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,75","0,95","1,36","44,03","2,22","2,88","1,89","1,73","1,83"
10,10,01/01/2021,10-11,"101,92","53,05","56,64","0,000123957442000000","0,000124466156000000","0,000087900881000000","45,86","43,87","46,09","4,31","4,13","4,33","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,66","0,94","1,33","44,03","2,22","2,88","1,85","1,70","1,79"
11,11,01/01/2021,11-12,"101,13","52,45","55,88","0,000137267253000000","0,000130072630000000","0,000091260678000000","45,46","43,58","45,69","4,00","3,83","4,02","0,03","0,03","0,03","0,17","0,17","0,18","0,00","0,00","0,00","5,61","0,93","1,32","44,03","2,22","2,88","1,83","1,68","1,77"
12,12,01/01/2021,12-13,"104,36","123,13","59,20","0,000143125149000000","0,000120514299000000","0,000089475579000000","44,87","45,32","45,10","7,86","7,94","7,90","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,53","5,76","1,31","44,03","62,01","2,88","1,86","1,89","1,81"
13,13,01/01/2021,13-14,"104,23","122,94","122,94","0,000150265173000000","0,000123662046000000","0,000086495847000000","44,87","45,29","45,29","7,73","7,80","7,80","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,53","5,75","5,75","44,03","62,01","62,01","1,86","1,88","1,88"
14,14,01/01/2021,14-15,"103,51","122,26","122,26","0,000150500387000000","0,000122797795000000","0,000083506125000000","43,92","44,36","44,36","7,94","8,02","8,02","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,56","5,78","5,78","44,03","62,01","62,01","1,85","1,88","1,88"
15,15,01/01/2021,15-16,"98,98","117,68","117,68","0,000135500872000000","0,000109855423000000","0,000075684835000000","43,01","43,44","43,44","4,32","4,36","4,36","0,03","0,03","0,03","0,18","0,18","0,18","0,00","0,00","0,00","5,62","5,84","5,84","44,03","62,01","62,01","1,80","1,82","1,82"
16,16,01/01/2021,16-17,"100,01","118,76","118,76","0,000127888689000000","0,000103239516000000","0,000072198006000000","43,94","44,41","44,41","4,35","4,40","4,40","0,03","0,03","0,03","0,18","0,18","0,18","0,00","0,00","0,00","5,66","5,89","5,89","44,03","62,01","62,01","1,82","1,84","1,84"
17,17,01/01/2021,17-18,"103,15","121,94","121,94","0,000128737742000000","0,000104776626000000","0,000074581828000000","47,27","47,77","47,77","4,08","4,12","4,12","0,03","0,03","0,03","0,18","0,18","0,18","0,00","0,00","0,00","5,69","5,93","5,93","44,03","62,01","62,01","1,87","1,90","1,90"
18,18,01/01/2021,18-19,"118,63","137,59","137,59","0,000145291498000000","0,000132620196000000","0,000111313248000000","63,67","64,34","64,34","2,94","2,98","2,98","0,03","0,03","0,03","0,18","0,18","0,18","0,00","0,00","0,00","5,68","5,92","5,92","44,03","62,01","62,01","2,10","2,13","2,13"
19,19,01/01/2021,19-20,"125,35","144,38","144,38","0,000158693485000000","0,000152742339000000","0,000144858895000000","67,33","68,04","68,04","5,93","6,00","6,00","0,03","0,03","0,03","0,18","0,18","0,18","0,00","0,00","0,00","5,65","5,89","5,89","44,03","62,01","62,01","2,20","2,22","2,22"
20,20,01/01/2021,20-21,"127,82","146,80","146,80","0,000170145051000000","0,000165371465000000","0,000149845131000000","70,08","70,77","70,77","5,60","5,66","5,66","0,03","0,03","0,03","0,18","0,18","0,18","0,00","0,00","0,00","5,66","5,89","5,89","44,03","62,01","62,01","2,24","2,26","2,26"
21,21,01/01/2021,21-22,"123,13","142,14","142,14","0,000173813119000000","0,000172402764000000","0,000151170626000000","65,75","66,45","66,45","5,32","5,38","5,38","0,03","0,03","0,03","0,18","0,18","0,18","0,00","0,00","0,00","5,66","5,90","5,90","44,03","62,01","62,01","2,17","2,19","2,19"
22,22,01/01/2021,22-23,"124,76","74,51","143,82","0,000155424107000000","0,000185675899000000","0,000147812428000000","66,80","63,65","67,55","5,70","5,44","5,77","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,79","0,96","6,04","44,03","2,22","62,01","2,21","2,04","2,24"
23,23,01/01/2021,23-24,"121,84","71,55","76,56","0,000127880523000000","0,000171880322000000","0,000141323798000000","62,65","59,57","62,99","6,94","6,59","6,97","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,84","0,97","1,38","44,03","2,22","2,88","2,18","2,00","2,12"
24,24,02/01/2021,00-01,"116,00","66,05","70,71","0,000107885984000000","0,000150881862000000","0,000142325952000000","58,57","55,72","58,89","5,29","5,03","5,32","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,82","0,96","1,37","44,03","2,22","2,88","2,09","1,92","2,03"
25,25,02/01/2021,01-02,"111,95","62,14","58,68","0,000085130915000000","0,000128565913000000","0,000159950944000000","53,59","50,96","49,30","6,24","5,93","5,74","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,85","0,97","0,75","44,03","2,22","0,89","2,03","1,86","1,80"
26,26,02/01/2021,02-03,"109,45","59,71","56,23","0,000071636684000000","0,000113125579000000","0,000156586575000000","50,89","48,36","46,72","6,45","6,13","5,92","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,88","0,97","0,75","44,03","2,22","0,89","2,00","1,83","1,76"
27,27,02/01/2021,03-04,"108,65","58,90","55,45","0,000064931881000000","0,000104221976000000","0,000149016676000000","49,65","47,15","45,54","6,89","6,54","6,32","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,88","0,97","0,75","44,03","2,22","0,89","1,99","1,82","1,75"
28,28,02/01/2021,04-05,"107,05","57,37","53,98","0,000062032635000000","0,000100656055000000","0,000141306530000000","47,80","45,40","43,86","7,14","6,78","6,55","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,89","0,97","0,75","44,03","2,22","0,89","1,97","1,80","1,73"
29,29,02/01/2021,05-06,"107,01","57,34","54,00","0,000062518749000000","0,000104153819000000","0,000136426056000000","47,92","45,50","44,00","7,00","6,65","6,43","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,88","0,97","0,75","44,03","2,22","0,89","1,96","1,79","1,73"
30,30,02/01/2021,06-07,"109,26","59,63","56,20","0,000067824503000000","0,000111084387000000","0,000133928559000000","49,95","47,54","45,95","7,23","6,88","6,65","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,84","0,97","0,75","44,03","2,22","0,89","1,99","1,82","1,76"
31,31,02/01/2021,07-08,"112,96","63,16","67,70","0,000079601187000000","0,000120906632000000","0,000131802081000000","54,46","51,82","54,81","6,39","6,08","6,43","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,82","0,96","1,38","44,03","2,22","2,88","2,04","1,87","1,99"
32,32,02/01/2021,08-09,"115,89","66,42","70,73","0,000102625227000000","0,000126937815000000","0,000115110652000000","59,01","56,45","59,35","4,92","4,71","4,95","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,67","0,94","1,34","44,03","2,22","2,88","2,06","1,90","2,01"
33,33,02/01/2021,09-10,"118,61","69,27","73,46","0,000134231552000000","0,000141441596000000","0,000102653661000000","62,41","59,88","62,72","4,27","4,10","4,29","0,03","0,03","0,03","0,17","0,17","0,18","0,00","0,00","0,00","5,60","0,93","1,32","44,03","2,22","2,88","2,09","1,94","2,03"
34,34,02/01/2021,10-11,"117,54","68,31","72,41","0,000156283659000000","0,000155379595000000","0,000110491855000000","62,61","60,11","62,92","3,06","2,94","3,07","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,57","0,93","1,32","44,03","2,22","2,88","2,07","1,92","2,01"
35,35,02/01/2021,11-12,"116,53","67,34","71,39","0,000162227398000000","0,000153010778000000","0,000109991895000000","61,65","59,19","61,96","3,02","2,90","3,03","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,57","0,93","1,31","44,03","2,22","2,88","2,05","1,90","2,00"
36,36,02/01/2021,12-13,"114,86","133,67","69,77","0,000163589899000000","0,000137367686000000","0,000104890867000000","60,17","60,72","60,47","2,94","2,97","2,95","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,51","5,73","1,30","44,03","62,01","2,88","2,02","2,04","1,96"
37,37,02/01/2021,13-14,"115,04","133,85","133,85","0,000172120764000000","0,000141241108000000","0,000100786743000000","60,28","60,84","60,84","2,99","3,02","3,02","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,52","5,74","5,74","44,03","62,01","62,01","2,02","2,04","2,04"
38,38,02/01/2021,14-15,"115,18","134,00","134,00","0,000173676696000000","0,000141833506000000","0,000096413465000000","60,48","61,04","61,04","2,91","2,93","2,93","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,54","5,76","5,76","44,03","62,01","62,01","2,03","2,05","2,05"
39,39,02/01/2021,15-16,"113,15","132,00","132,00","0,000161800200000000","0,000131523918000000","0,000088605020000000","58,15","58,73","58,73","3,21","3,24","3,24","0,03","0,03","0,03","0,17","0,18","0,18","0,00","0,00","0,00","5,56","5,79","5,79","44,03","62,01","62,01","2,00","2,02","2,02"
40,40,02/01/2021,16-17,"114,50","133,30","133,30","0,000153374301000000","0,000124273186000000","0,000085239799000000","60,43","60,98","60,98","2,25","2,27","2,27","0,03","0,03","0,03","0,17","0,18","0,18","0,00","0,00","0,00","5,57","5,79","5,79","44,03","62,01","62,01","2,02","2,04","2,04"
41,41,02/01/2021,17-18,"119,25","138,16","138,16","0,000152216253000000","0,000123788121000000","0,000086715085000000","65,30","65,95","65,95","2,05","2,07","2,07","0,03","0,03","0,03","0,17","0,18","0,18","0,00","0,00","0,00","5,58","5,81","5,81","44,03","62,01","62,01","2,09","2,12","2,12"
42,42,02/01/2021,18-19,"124,46","143,42","143,42","0,000163849873000000","0,000146942381000000","0,000121323218000000","70,50","71,20","71,20","2,00","2,02","2,02","0,03","0,03","0,03","0,17","0,18","0,18","0,00","0,00","0,00","5,57","5,79","5,79","44,03","62,01","62,01","2,17","2,19","2,19"
43,43,02/01/2021,19-20,"126,14","145,12","145,12","0,000171410168000000","0,000163278103000000","0,000160552743000000","72,58","73,30","73,30","1,57","1,59","1,59","0,03","0,03","0,03","0,17","0,18","0,18","0,00","0,00","0,00","5,56","5,79","5,79","44,03","62,01","62,01","2,20","2,22","2,22"
44,44,02/01/2021,20-21,"125,88","144,78","144,78","0,000178414511000000","0,000171752572000000","0,000163166568000000","72,34","73,00","73,00","1,53","1,55","1,55","0,03","0,03","0,03","0,17","0,18","0,18","0,00","0,00","0,00","5,58","5,81","5,81","44,03","62,01","62,01","2,19","2,22","2,22"
45,45,02/01/2021,21-22,"120,03","138,95","138,95","0,000183793237000000","0,000180107610000000","0,000164399866000000","66,56","67,22","67,22","1,52","1,54","1,54","0,03","0,03","0,03","0,17","0,18","0,18","0,00","0,00","0,00","5,60","5,83","5,83","44,03","62,01","62,01","2,11","2,13","2,13"
46,46,02/01/2021,22-23,"118,92","69,07","137,93","0,000168522301000000","0,000196159372000000","0,000161385968000000","64,81","61,83","65,54","2,01","1,92","2,03","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,75","0,95","5,99","44,03","2,22","62,01","2,12","1,95","2,14"
47,47,02/01/2021,23-24,"114,54","64,89","69,30","0,000145207929000000","0,000186016641000000","0,000155349630000000","60,15","57,39","60,49","2,35","2,24","2,36","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,75","0,95","1,36","44,03","2,22","2,88","2,05","1,89","2,00"
48,48,03/01/2021,00-01,"115,27","65,41","69,98","0,000120896414000000","0,000168208287000000","0,000145652705000000","57,91","55,15","58,24","5,22","4,98","5,25","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,82","0,96","1,37","44,03","2,22","2,88","2,08","1,91","2,02"
49,49,03/01/2021,01-02,"112,61","62,76","59,23","0,000099525186000000","0,000147008648000000","0,000158389882000000","54,30","51,64","49,92","6,17","5,87","5,67","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,85","0,97","0,75","44,03","2,22","0,89","2,04","1,87","1,81"
50,50,03/01/2021,02-03,"109,14","59,36","55,95","0,000083447519000000","0,000129266823000000","0,000153652859000000","50,27","47,74","46,15","6,75","6,41","6,20","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,88","0,97","0,75","44,03","2,22","0,89","2,00","1,82","1,76"
51,51,03/01/2021,03-04,"107,08","57,36","53,97","0,000073477389000000","0,000117378419000000","0,000145989479000000","47,71","45,28","43,74","7,25","6,88","6,65","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,90","0,97","0,75","44,03","2,22","0,89","1,97","1,80","1,73"
52,52,03/01/2021,04-05,"105,14","55,51","52,18","0,000068271305000000","0,000111587455000000","0,000139255692000000","45,48","43,16","41,70","7,57","7,18","6,94","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,91","0,97","0,75","44,03","2,22","0,89","1,94","1,77","1,71"
53,53,03/01/2021,05-06,"104,91","55,29","51,97","0,000066417474000000","0,000112768545000000","0,000133420921000000","45,26","42,96","41,50","7,56","7,18","6,93","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,90","0,97","0,75","44,03","2,22","0,89","1,94","1,77","1,70"
54,54,03/01/2021,06-07,"106,06","56,49","53,12","0,000067884065000000","0,000114687842000000","0,000128841336000000","45,87","43,60","42,11","8,12","7,72","7,46","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,88","0,97","0,75","44,03","2,22","0,89","1,95","1,78","1,72"
55,55,03/01/2021,07-08,"106,26","56,73","60,93","0,000073451483000000","0,000117147491000000","0,000123682002000000","46,80","44,51","47,10","7,41","7,04","7,45","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,86","0,97","1,38","44,03","2,22","2,88","1,95","1,78","1,89"
56,56,03/01/2021,08-09,"106,70","57,46","61,42","0,000087127165000000","0,000112993355000000","0,000102678243000000","48,18","46,00","48,46","6,61","6,31","6,65","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,73","0,95","1,35","44,03","2,22","2,88","1,93","1,78","1,88"
57,57,03/01/2021,09-10,"111,96","62,66","66,72","0,000114246694000000","0,000122248354000000","0,000087099714000000","54,44","52,08","54,71","5,61","5,37","5,64","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,67","0,94","1,34","44,03","2,22","2,88","2,00","1,85","1,94"
58,58,03/01/2021,10-11,"113,88","64,62","68,69","0,000141278313000000","0,000140954382000000","0,000096023439000000","59,60","57,09","59,89","2,41","2,30","2,42","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,63","0,94","1,33","44,03","2,22","2,88","2,02","1,87","1,97"
59,59,03/01/2021,11-12,"118,18","68,79","73,02","0,000155423468000000","0,000146231216000000","0,000099183271000000","61,07","58,55","61,38","5,18","4,96","5,20","0,03","0,03","0,03","0,17","0,17","0,18","0,00","0,00","0,00","5,61","0,94","1,32","44,03","2,22","2,88","2,08","1,93","2,03"
60,60,03/01/2021,12-13,"114,59","133,45","69,46","0,000160284855000000","0,000133847910000000","0,000096403237000000","57,55","58,13","57,84","5,24","5,30","5,27","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,54","5,77","1,31","44,03","62,01","2,88","2,02","2,04","1,96"
61,61,03/01/2021,13-14,"112,97","131,76","131,76","0,000167176832000000","0,000136347601000000","0,000092709497000000","56,00","56,51","56,51","5,21","5,25","5,25","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,54","5,76","5,76","44,03","62,01","62,01","1,99","2,01","2,01"
62,62,03/01/2021,14-15,"109,90","128,71","128,71","0,000166915904000000","0,000134926874000000","0,000089284722000000","52,83","53,36","53,36","5,34","5,39","5,39","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,55","5,78","5,78","44,03","62,01","62,01","1,95","1,97","1,97"
63,63,03/01/2021,15-16,"107,45","126,24","126,24","0,000150806281000000","0,000121172508000000","0,000081146734000000","49,87","50,37","50,37","5,84","5,90","5,90","0,03","0,03","0,03","0,17","0,18","0,18","0,00","0,00","0,00","5,58","5,81","5,81","44,03","62,01","62,01","1,92","1,94","1,94"
64,64,03/01/2021,16-17,"114,66","133,52","133,52","0,000142222838000000","0,000113776906000000","0,000077359948000000","60,43","61,03","61,03","2,37","2,39","2,39","0,03","0,03","0,03","0,17","0,18","0,18","0,00","0,00","0,00","5,60","5,83","5,83","44,03","62,01","62,01","2,03","2,05","2,05"
65,65,03/01/2021,17-18,"121,07","139,99","139,99","0,000142279694000000","0,000114681896000000","0,000079520401000000","66,93","67,60","67,60","2,16","2,18","2,18","0,03","0,03","0,03","0,18","0,18","0,18","0,00","0,00","0,00","5,62","5,84","5,84","44,03","62,01","62,01","2,13","2,15","2,15"
66,66,03/01/2021,18-19,"125,46","144,43","144,43","0,000159171882000000","0,000143759026000000","0,000117860396000000","71,58","72,29","72,29","1,87","1,89","1,89","0,03","0,03","0,03","0,17","0,18","0,18","0,00","0,00","0,00","5,59","5,82","5,82","44,03","62,01","62,01","2,19","2,21","2,21"
67,67,03/01/2021,19-20,"127,04","145,95","145,95","0,000173120985000000","0,000164801444000000","0,000152864739000000","73,74","74,41","74,41","1,27","1,28","1,28","0,03","0,03","0,03","0,17","0,18","0,18","0,00","0,00","0,00","5,59","5,81","5,81","44,03","62,01","62,01","2,21","2,24","2,24"
68,68,03/01/2021,20-21,"125,89","144,86","144,86","0,000185349747000000","0,000178148237000000","0,000157947442000000","72,54","73,26","73,26","1,32","1,33","1,33","0,03","0,03","0,03","0,17","0,18","0,18","0,00","0,00","0,00","5,60","5,83","5,83","44,03","62,01","62,01","2,20","2,22","2,22"
69,69,03/01/2021,21-22,"125,09","144,05","144,05","0,000189262444000000","0,000185634447000000","0,000159286992000000","71,81","72,53","72,53","1,26","1,27","1,27","0,03","0,03","0,03","0,17","0,18","0,18","0,00","0,00","0,00","5,60","5,83","5,83","44,03","62,01","62,01","2,19","2,21","2,21"
70,70,03/01/2021,22-23,"122,41","72,46","141,39","0,000168856209000000","0,000199430968000000","0,000155464919000000","68,49","65,38","69,21","1,79","1,71","1,81","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,72","0,95","5,96","44,03","2,22","62,01","2,17","2,00","2,19"
71,71,03/01/2021,23-24,"120,06","70,21","74,86","0,000139355414000000","0,000185233618000000","0,000148999933000000","65,80","62,83","66,18","2,14","2,05","2,16","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,74","0,95","1,35","44,03","2,22","2,88","2,13","1,97","2,08"
72,72,04/01/2021,00-01,"121,15","70,95","75,93","0,000103756700000000","0,000157800183000000","0,000145356894000000","63,30","60,23","63,71","5,61","5,34","5,65","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,82","0,96","1,38","44,03","2,22","2,88","2,17","1,99","2,11"
73,73,04/01/2021,01-02,"118,12","68,01","64,30","0,000080772065000000","0,000133444415000000","0,000158978363000000","59,45","56,53","54,65","6,45","6,14","5,93","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,85","0,97","0,75","44,03","2,22","0,89","2,12","1,95","1,88"
74,74,04/01/2021,02-03,"114,49","64,50","60,86","0,000069104553000000","0,000118199422000000","0,000153790724000000","55,58","52,82","51,03","6,71","6,38","6,16","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,88","0,97","0,75","44,03","2,22","0,89","2,07","1,90","1,83"
75,75,04/01/2021,03-04,"112,25","62,32","58,76","0,000063774009000000","0,000109801228000000","0,000146730647000000","52,99","50,33","48,62","7,09","6,73","6,50","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,89","0,97","0,75","44,03","2,22","0,89","2,04","1,87","1,80"
76,76,04/01/2021,04-05,"112,07","62,19","58,64","0,000061700028000000","0,000106308319000000","0,000140066696000000","52,83","50,21","48,50","7,08","6,73","6,50","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,88","0,97","0,75","44,03","2,22","0,89","2,04","1,87","1,80"
77,77,04/01/2021,05-06,"114,76","64,86","61,31","0,000062921949000000","0,000109263152000000","0,000135224520000000","56,07","53,36","51,62","6,54","6,22","6,02","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,83","0,97","0,75","44,03","2,22","0,89","2,07","1,90","1,84"
78,78,04/01/2021,06-07,"126,42","76,30","72,58","0,000074004097000000","0,000118705517000000","0,000136018884000000","69,10","65,97","64,02","5,13","4,90","4,75","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,72","0,95","0,74","44,03","2,22","0,89","2,23","2,06","1,99"
79,79,04/01/2021,07-08,"132,26","82,22","87,14","0,000102033881000000","0,000141487830000000","0,000143205432000000","75,33","72,18","75,70","4,75","4,55","4,77","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,64","0,94","1,33","44,03","2,22","2,88","2,30","2,14","2,25"
80,80,04/01/2021,08-09,"131,83","82,10","86,72","0,000122647533000000","0,000144266557000000","0,000127692913000000","77,70","74,66","78,02","2,06","1,98","2,07","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,56","0,93","1,31","44,03","2,22","2,88","2,28","2,12","2,22"
81,81,04/01/2021,09-10,"134,86","85,17","89,80","0,000133211153000000","0,000137482257000000","0,000107124631000000","81,02","77,95","81,36","1,79","1,73","1,80","0,03","0,03","0,03","0,17","0,16","0,17","0,00","0,00","0,00","5,50","0,92","1,30","44,03","2,22","2,88","2,32","2,16","2,26"
82,82,04/01/2021,10-11,"131,70","82,28","86,66","0,000144943283000000","0,000140831651000000","0,000109650445000000","77,84","75,01","78,17","1,90","1,83","1,91","0,03","0,03","0,03","0,17","0,16","0,17","0,00","0,00","0,00","5,47","0,92","1,29","44,03","2,22","2,88","2,26","2,11","2,21"
83,83,04/01/2021,11-12,"129,58","80,23","84,53","0,000147467885000000","0,000135017188000000","0,000106254258000000","75,44","72,70","75,76","2,21","2,13","2,22","0,03","0,03","0,03","0,17","0,16","0,17","0,00","0,00","0,00","5,47","0,92","1,29","44,03","2,22","2,88","2,23","2,08","2,18"
84,84,04/01/2021,12-13,"128,82","147,70","83,80","0,000150223635000000","0,000121208240000000","0,000101217906000000","74,77","75,41","75,09","2,19","2,21","2,20","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,42","5,63","1,28","44,03","62,01","2,88","2,21","2,23","2,16"
85,85,04/01/2021,13-14,"129,00","147,88","147,88","0,000158380467000000","0,000125686637000000","0,000096357623000000","74,98","75,62","75,62","2,15","2,16","2,16","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,43","5,64","5,64","44,03","62,01","62,01","2,22","2,24","2,24"
86,86,04/01/2021,14-15,"126,57","145,42","145,42","0,000158979398000000","0,000126680895000000","0,000092203132000000","72,77","73,39","73,39","1,94","1,96","1,96","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,44","5,66","5,66","44,03","62,01","62,01","2,18","2,20","2,20"
87,87,04/01/2021,15-16,"127,62","146,48","146,48","0,000152127737000000","0,000120542033000000","0,000087812577000000","73,83","74,46","74,46","1,88","1,90","1,90","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,48","5,69","5,69","44,03","62,01","62,01","2,20","2,22","2,22"
88,88,04/01/2021,16-17,"129,43","148,38","148,38","0,000147260210000000","0,000115421481000000","0,000086681125000000","75,74","76,44","76,44","1,74","1,76","1,76","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,49","5,71","5,71","44,03","62,01","62,01","2,23","2,26","2,26"
89,89,04/01/2021,17-18,"133,30","152,28","152,28","0,000150927251000000","0,000118174454000000","0,000090649167000000","79,62","80,35","80,35","1,65","1,67","1,67","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,51","5,73","5,73","44,03","62,01","62,01","2,29","2,32","2,32"
