,Unnamed: 0,Dia,Hora,GEN,NOC,VHC,COFGEN,COFNOC,COFVHC,PMHGEN,PMHNOC,PMHVHC,SAHGEN,SAHNOC,SAHVHC,FOMGEN,FOMNOC,FOMVHC,FOSGEN,FOSNOC,FOSVHC,INTGEN,INTNOC,INTVHC,PCAPGEN,PCAPNOC,PCAPVHC,TEUGEN,TEUNOC,TEUVHC,CCVGEN,CCVNOC,CCVVHC
5024,5024,29/07/2021,09-10,"163,93","163,93","0,000109624961000000","117,02","117,02","1,88","1,88","0,03","0,03","0,16","0,16","0,00","0,00","0,34","0,34","41,77","41,77","2,73","2,73","0,00","0,00",,,,,,,,,
5025,5025,29/07/2021,10-11,"253,95","160,47","0,000120660540000000","114,00","113,60","1,89","1,89","0,03","0,03","0,16","0,16","0,00","0,00","2,03","0,34","133,12","41,77","2,72","2,68","0,00","0,00",,,,,,,,,
5026,5026,29/07/2021,11-12,"252,66","252,66","0,000125963634000000","112,72","112,72","1,91","1,91","0,03","0,03","0,16","0,16","0,00","0,00","2,03","2,03","133,12","133,12","2,69","2,69","0,00","0,00",,,,,,,,,
5027,5027,29/07/2021,12-13,"255,49","255,49","0,000132828587000000","115,57","115,57","1,84","1,84","0,03","0,03","0,16","0,16","0,00","0,00","2,03","2,03","133,12","133,12","2,74","2,74","0,00","0,00",,,,,,,,,
5028,5028,29/07/2021,13-14,"253,12","253,12","0,000143556122000000","113,21","113,21","1,85","1,85","0,03","0,03","0,16","0,16","0,00","0,00","2,03","2,03","133,12","133,12","2,71","2,71","0,00","0,00",,,,,,,,,
5029,5029,29/07/2021,14-15,"154,69","248,06","0,000146743741000000","107,88","108,17","1,91","1,92","0,03","0,03","0,16","0,16","0,00","0,00","0,34","2,03","41,77","133,12","2,59","2,63","0,00","0,00",,,,,,,,,
5030,5030,29/07/2021,15-16,"146,21","146,21","0,000140603264000000","99,27","99,27","2,17","2,17","0,03","0,03","0,16","0,16","0,00","0,00","0,34","0,34","41,77","41,77","2,47","2,47","0,00","0,00",,,,,,,,,
5031,5031,29/07/2021,16-17,"147,51","147,51","0,000137335179000000","100,04","100,04","2,68","2,68","0,03","0,03","0,16","0,16","0,00","0,00","0,34","0,34","41,77","41,77","2,49","2,49","0,00","0,00",,,,,,,,,
5032,5032,29/07/2021,17-18,"152,38","152,38","0,000137887158000000","105,11","105,11","2,41","2,41","0,03","0,03","0,16","0,16","0,00","0,00","0,34","0,34","41,77","41,77","2,56","2,56","0,00","0,00",,,,,,,,,
5033,5033,29/07/2021,18-19,"245,73","152,37","0,000137802932000000","105,25","104,97","2,54","2,53","0,03","0,03","0,17","0,16","0,00","0,00","2,04","0,34","133,12","41,77","2,60","2,56","0,00","0,00",,,,,,,,,
5034,5034,29/07/2021,19-20,"250,11","250,11","0,000136093441000000","109,47","109,47","2,60","2,60","0,03","0,03","0,17","0,17","0,00","0,00","2,05","2,05","133,12","133,12","2,67","2,67","0,00","0,00",,,,,,,,,
5035,5035,29/07/2021,20-21,"259,87","259,87","0,000137122334000000","119,49","119,49","2,17","2,17","0,03","0,03","0,17","0,17","0,00","0,00","2,07","2,07","133,12","133,12","2,82","2,82","0,00","0,00",,,,,,,,,
5036,5036,29/07/2021,21-22,"267,08","267,08","0,000147849858000000","124,95","124,95","3,81","3,81","0,03","0,03","0,17","0,17","0,00","0,00","2,07","2,07","133,12","133,12","2,93","2,93","0,00","0,00",,,,,,,,,
5037,5037,29/07/2021,22-23,"173,52","267,08","0,000154922464000000","124,47","124,90","3,83","3,85","0,03","0,03","0,17","0,17","0,00","0,00","0,35","2,08","41,77","133,12","2,90","2,94","0,00","0,00",,,,,,,,,
5038,5038,29/07/2021,23-24,"168,87","168,87","0,000137683073000000","119,23","119,23","4,49","4,49","0,03","0,03","0,17","0,17","0,00","0,00","0,35","0,35","41,77","41,77","2,83","2,83","0,00","0,00",,,,,,,,,
5039,5039,30/07/2021,00-01,"131,56","131,56","0,000109931254000000","119,68","119,68","2,88","2,88","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,81","2,81","0,00","0,00",,,,,,,,,
5040,5040,30/07/2021,01-02,"131,07","131,07","0,000092615844000000","118,67","118,67","3,40","3,40","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,80","2,80","0,00","0,00",,,,,,,,,
5041,5041,30/07/2021,02-03,"130,13","130,13","0,000081305565000000","117,82","117,82","3,32","3,32","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,79","2,79","0,00","0,00",,,,,,,,,
5042,5042,30/07/2021,03-04,"129,80","129,80","0,000075152731000000","117,14","117,14","3,67","3,67","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,78","2,78","0,00","0,00",,,,,,,,,
5043,5043,30/07/2021,04-05,"128,06","128,06","0,000071582883000000","115,12","115,12","3,98","3,98","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,76","2,76","0,00","0,00",,,,,,,,,
5044,5044,30/07/2021,05-06,"123,55","123,55","0,000069858948000000","110,81","110,81","3,85","3,85","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,69","2,69","0,00","0,00",,,,,,,,,
5045,5045,30/07/2021,06-07,"129,39","129,39","0,000070291094000000","117,00","117,00","3,42","3,42","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,77","2,77","0,00","0,00",,,,,,,,,
5046,5046,30/07/2021,07-08,"130,80","130,80","0,000072915542000000","118,74","118,74","3,09","3,09","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,78","2,78","0,00","0,00",,,,,,,,,
5047,5047,30/07/2021,08-09,"165,00","165,00","0,000083922485000000","118,17","118,17","1,78","1,78","0,03","0,03","0,16","0,16","0,00","0,00","0,34","0,34","41,77","41,77","2,75","2,75","0,00","0,00",,,,,,,,,
5048,5048,30/07/2021,09-10,"162,63","162,63","0,000096361192000000","115,93","115,93","1,70","1,70","0,03","0,03","0,16","0,16","0,00","0,00","0,34","0,34","41,77","41,77","2,71","2,71","0,00","0,00",,,,,,,,,
5049,5049,30/07/2021,10-11,"254,48","161,00","0,000107145078000000","114,60","114,20","1,83","1,82","0,03","0,03","0,16","0,16","0,00","0,00","2,02","0,34","133,12","41,77","2,72","2,68","0,00","0,00",,,,,,,,,
5050,5050,30/07/2021,11-12,"253,17","253,17","0,000112401266000000","113,34","113,34","1,81","1,81","0,03","0,03","0,16","0,16","0,00","0,00","2,01","2,01","133,12","133,12","2,70","2,70","0,00","0,00",,,,,,,,,
5051,5051,30/07/2021,12-13,"253,50","253,50","0,000118220405000000","113,59","113,59","1,87","1,87","0,03","0,03","0,16","0,16","0,00","0,00","2,02","2,02","133,12","133,12","2,71","2,71","0,00","0,00",,,,,,,,,
5052,5052,30/07/2021,13-14,"252,71","252,71","0,000127970353000000","112,74","112,74","1,93","1,93","0,03","0,03","0,16","0,16","0,00","0,00","2,02","2,02","133,12","133,12","2,69","2,69","0,00","0,00",,,,,,,,,
5053,5053,30/07/2021,14-15,"160,73","254,11","0,000132253182000000","113,86","114,16","1,89","1,89","0,03","0,03","0,16","0,16","0,00","0,00","0,34","2,03","41,77","133,12","2,68","2,72","0,00","0,00",,,,,,,,,
5054,5054,30/07/2021,15-16,"152,32","152,32","0,000127833182000000","104,99","104,99","2,46","2,46","0,03","0,03","0,16","0,16","0,00","0,00","0,34","0,34","41,77","41,77","2,56","2,56","0,00","0,00",,,,,,,,,
5055,5055,30/07/2021,16-17,"138,48","138,48","0,000124482727000000","90,99","90,99","2,83","2,83","0,03","0,03","0,16","0,16","0,00","0,00","0,34","0,34","41,77","41,77","2,35","2,35","0,00","0,00",,,,,,,,,
5056,5056,30/07/2021,17-18,"131,83","131,83","0,000124331775000000","83,79","83,79","3,48","3,48","0,03","0,03","0,16","0,16","0,00","0,00","0,34","0,34","41,77","41,77","2,25","2,25","0,00","0,00",,,,,,,,,
5057,5057,30/07/2021,18-19,"222,45","129,15","0,000123799137000000","81,44","81,22","3,41","3,40","0,03","0,03","0,17","0,17","0,00","0,00","2,04","0,34","133,12","41,77","2,25","2,22","0,00","0,00",,,,,,,,,
5058,5058,30/07/2021,19-20,"226,80","226,80","0,000121896747000000","83,85","83,85","5,26","5,26","0,03","0,03","0,17","0,17","0,00","0,00","2,06","2,06","133,12","133,12","2,32","2,32","0,00","0,00",,,,,,,,,
5059,5059,30/07/2021,20-21,"251,69","251,69","0,000121583183000000","107,91","107,91","5,68","5,68","0,03","0,03","0,17","0,17","0,00","0,00","2,08","2,08","133,12","133,12","2,70","2,70","0,00","0,00",,,,,,,,,
5060,5060,30/07/2021,21-22,"260,92","260,92","0,000129958040000000","118,48","118,48","4,20","4,20","0,03","0,03","0,17","0,17","0,00","0,00","2,09","2,09","133,12","133,12","2,85","2,85","0,00","0,00",,,,,,,,,
5061,5061,30/07/2021,22-23,"168,25","261,91","0,000136918412000000","118,89","119,40","4,22","4,23","0,03","0,03","0,17","0,17","0,00","0,00","0,35","2,09","41,77","133,12","2,82","2,86","0,00","0,00",,,,,,,,,
5062,5062,30/07/2021,23-24,"160,70","160,70","0,000124379130000000","110,45","110,45","5,22","5,22","0,03","0,03","0,17","0,17","0,00","0,00","0,35","0,35","41,77","41,77","2,71","2,71","0,00","0,00",,,,,,,,,
5063,5063,31/07/2021,00-01,"102,66","102,66","0,000107684122000000","88,29","88,29","5,78","5,78","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,38","2,38","0,00","0,00",,,,,,,,,
5064,5064,31/07/2021,01-02,"103,46","103,46","0,000092821386000000","88,17","88,17","6,70","6,70","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,39","2,39","0,00","0,00",,,,,,,,,
5065,5065,31/07/2021,02-03,"102,13","102,13","0,000082331354000000","85,94","85,94","7,61","7,61","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,38","2,38","0,00","0,00",,,,,,,,,
5066,5066,31/07/2021,03-04,"104,33","104,33","0,000075889378000000","87,40","87,40","8,32","8,32","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,41","2,41","0,00","0,00",,,,,,,,,
5067,5067,31/07/2021,04-05,"103,24","103,24","0,000072116110000000","86,46","86,46","8,19","8,19","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,39","2,39","0,00","0,00",,,,,,,,,
5068,5068,31/07/2021,05-06,"102,90","102,90","0,000070427415000000","85,85","85,85","8,46","8,46","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,39","2,39","0,00","0,00",,,,,,,,,
5069,5069,31/07/2021,06-07,"103,78","103,78","0,000069307148000000","86,89","86,89","8,30","8,30","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,40","2,40","0,00","0,00",,,,,,,,,
5070,5070,31/07/2021,07-08,"101,48","101,48","0,000067492320000000","84,50","84,50","8,41","8,41","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,36","2,36","0,00","0,00",,,,,,,,,
5071,5071,31/07/2021,08-09,"99,52","99,52","0,000077531118000000","83,04","83,04","7,96","7,96","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,32","2,32","0,00","0,00",,,,,,,,,
5072,5072,31/07/2021,09-10,"90,93","90,93","0,000092671366000000","77,99","77,99","4,56","4,56","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,18","2,18","0,00","0,00",,,,,,,,,
5073,5073,31/07/2021,10-11,"83,19","83,19","0,000105835194000000","69,57","69,57","5,36","5,36","0,03","0,03","0,16","0,16","0,00","0,00","0,00","0,00","6,00","6,00","2,06","2,06","0,00","0,00",,,,,,,,,
5074,5074,31/07/2021,11-12,"81,72","81,72","0,000112488544000000","67,94","67,94","5,54","5,54","0,03","0,03","0,16","0,16","0,00","0,00","0,00","0,00","6,00","6,00","2,04","2,04","0,00","0,00",,,,,,,,,
5075,5075,31/07/2021,12-13,"80,37","80,37","0,000117693130000000","66,62","66,62","5,54","5,54","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,02","2,02","0,00","0,00",,,,,,,,,
5076,5076,31/07/2021,13-14,"81,82","81,82","0,000126712043000000","68,18","68,18","5,40","5,40","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,05","2,05","0,00","0,00",,,,,,,,,
5077,5077,31/07/2021,14-15,"71,51","71,51","0,000131428916000000","57,61","57,61","5,81","5,81","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","1,89","1,89","0,00","0,00",,,,,,,,,
5078,5078,31/07/2021,15-16,"37,11","37,11","0,000124501251000000","22,16","22,16","7,37","7,37","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","1,38","1,38","0,00","0,00",,,,,,,,,
5079,5079,31/07/2021,16-17,"18,57","18,57","0,000118813388000000","3,02","3,02","8,25","8,25","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","1,10","1,10","0,00","0,00",,,,,,,,,
5080,5080,31/07/2021,17-18,"30,75","30,75","0,000116537947000000","15,30","15,30","7,96","7,96","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","1,28","1,28","0,00","0,00",,,,,,,,,
5081,5081,31/07/2021,18-19,"73,86","73,86","0,000115758449000000","58,44","58,44","7,29","7,29","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","1,93","1,93","0,00","0,00",,,,,,,,,
5082,5082,31/07/2021,19-20,"91,38","91,38","0,000114779869000000","76,95","76,95","6,03","6,03","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,20","2,20","0,00","0,00",,,,,,,,,
5083,5083,31/07/2021,20-21,"98,81","98,81","0,000115951892000000","83,84","83,84","6,45","6,45","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,32","2,32","0,00","0,00",,,,,,,,,
5084,5084,31/07/2021,21-22,"105,78","105,78","0,000126476945000000","87,90","87,90","9,26","9,26","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,42","2,42","0,00","0,00",,,,,,,,,
5085,5085,31/07/2021,22-23,"107,78","107,78","0,000136272755000000","89,99","89,99","9,12","9,12","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,46","2,46","0,00","0,00",,,,,,,,,
5086,5086,31/07/2021,23-24,"106,33","106,33","0,000125352653000000","87,62","87,62","10,06","10,06","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,44","2,44","0,00","0,00",,,,,,,,,
5087,5087,01/08/2021,00-01,"106,24","106,24","0,000112618008000000","89,30","89,30","8,31","8,31","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,43","2,43","0,00","0,00",,,,,,,,,
5088,5088,01/08/2021,01-02,"105,29","105,29","0,000099329802000000","87,79","87,79","8,88","8,88","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,42","2,42","0,00","0,00",,,,,,,,,
5089,5089,01/08/2021,02-03,"100,84","100,84","0,000089044231000000","82,63","82,63","9,65","9,65","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,36","2,36","0,00","0,00",,,,,,,,,
5090,5090,01/08/2021,03-04,"105,05","105,05","0,000082301538000000","86,00","86,00","10,43","10,43","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,42","2,42","0,00","0,00",,,,,,,,,
5091,5091,01/08/2021,04-05,"105,81","105,81","0,000078127723000000","87,40","87,40","9,77","9,77","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,44","2,44","0,00","0,00",,,,,,,,,
5092,5092,01/08/2021,05-06,"107,11","107,11","0,000075690683000000","88,59","88,59","9,86","9,86","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,46","2,46","0,00","0,00",,,,,,,,,
5093,5093,01/08/2021,06-07,"107,48","107,48","0,000074994538000000","89,04","89,04","9,77","9,77","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,46","2,46","0,00","0,00",,,,,,,,,
5094,5094,01/08/2021,07-08,"107,74","107,74","0,000071641960000000","89,19","89,19","9,89","9,89","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,46","2,46","0,00","0,00",,,,,,,,,
5095,5095,01/08/2021,08-09,"107,05","107,05","0,000077459993000000","88,97","88,97","9,43","9,43","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,44","2,44","0,00","0,00",,,,,,,,,
5096,5096,01/08/2021,09-10,"96,01","96,01","0,000091392956000000","80,62","80,62","6,92","6,92","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,27","2,27","0,00","0,00",,,,,,,,,
5097,5097,01/08/2021,10-11,"88,97","88,97","0,000104926143000000","73,89","73,89","6,72","6,72","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,16","2,16","0,00","0,00",,,,,,,,,
5098,5098,01/08/2021,11-12,"89,71","89,71","0,000113475670000000","74,79","74,79","6,56","6,56","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,17","2,17","0,00","0,00",,,,,,,,,
5099,5099,01/08/2021,12-13,"89,62","89,62","0,000119502711000000","74,98","74,98","6,27","6,27","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,17","2,17","0,00","0,00",,,,,,,,,
5100,5100,01/08/2021,13-14,"94,37","94,37","0,000127893284000000","80,03","80,03","5,90","5,90","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,24","2,24","0,00","0,00",,,,,,,,,
5101,5101,01/08/2021,14-15,"97,12","97,12","0,000133154059000000","82,97","82,97","5,67","5,67","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,28","2,28","0,00","0,00",,,,,,,,,
5102,5102,01/08/2021,15-16,"89,43","89,43","0,000127352811000000","75,06","75,06","6,01","6,01","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,17","2,17","0,00","0,00",,,,,,,,,
5103,5103,01/08/2021,16-17,"88,42","88,42","0,000122609021000000","73,84","73,84","6,23","6,23","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,15","2,15","0,00","0,00",,,,,,,,,
5104,5104,01/08/2021,17-18,"89,05","89,05","0,000120671422000000","74,04","74,04","6,65","6,65","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,16","2,16","0,00","0,00",,,,,,,,,
5105,5105,01/08/2021,18-19,"93,63","93,63","0,000120452334000000","78,09","78,09","7,12","7,12","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,23","2,23","0,00","0,00",,,,,,,,,
5106,5106,01/08/2021,19-20,"108,11","108,11","0,000120112104000000","93,91","93,91","5,55","5,55","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,45","2,45","0,00","0,00",,,,,,,,,
5107,5107,01/08/2021,20-21,"129,50","129,50","0,000122777377000000","117,19","117,19","3,34","3,34","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,78","2,78","0,00","0,00",,,,,,,,,
5108,5108,01/08/2021,21-22,"138,17","138,17","0,000140694793000000","126,53","126,53","2,53","2,53","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,91","2,91","0,00","0,00",,,,,,,,,
5109,5109,01/08/2021,22-23,"140,57","140,57","0,000144227720000000","129,43","129,43","2,00","2,00","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,94","2,94","0,00","0,00",,,,,,,,,
5110,5110,01/08/2021,23-24,"135,64","135,64","0,000130647233000000","124,17","124,17","2,39","2,39","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,87","2,87","0,00","0,00",,,,,,,,,
5111,5111,02/08/2021,00-01,"135,09","135,09","0,000109875535000000","118,31","118,31","7,71","7,71","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,86","2,86","0,00","0,00",,,,,,,,,
5112,5112,02/08/2021,01-02,"134,70","134,70","0,000093733464000000","117,59","117,59","8,05","8,05","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,86","2,86","0,00","0,00",,,,,,,,,
5113,5113,02/08/2021,02-03,"135,92","135,92","0,000083552009000000","118,42","118,42","8,41","8,41","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,89","2,89","0,00","0,00",,,,,,,,,
5114,5114,02/08/2021,03-04,"134,15","134,15","0,000077644106000000","118,14","118,14","6,95","6,95","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,86","2,86","0,00","0,00",,,,,,,,,
5115,5115,02/08/2021,04-05,"132,53","132,53","0,000074087763000000","116,39","116,39","7,10","7,10","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,84","2,84","0,00","0,00",,,,,,,,,
5116,5116,02/08/2021,05-06,"133,56","133,56","0,000072304830000000","118,35","118,35","6,16","6,16","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,84","2,84","0,00","0,00",,,,,,,,,
5117,5117,02/08/2021,06-07,"132,49","132,49","0,000074244399000000","117,49","117,49","5,99","5,99","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,82","2,82","0,00","0,00",,,,,,,,,
5118,5118,02/08/2021,07-08,"135,26","135,26","0,000076092816000000","120,96","120,96","5,25","5,25","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,86","2,86","0,00","0,00",,,,,,,,,
5119,5119,02/08/2021,08-09,"169,09","169,09","0,000085176971000000","120,82","120,82","3,14","3,14","0,03","0,03","0,17","0,17","0,00","0,00","0,34","0,34","41,77","41,77","2,82","2,82","0,00","0,00",,,,,,,,,
5120,5120,02/08/2021,09-10,"167,17","167,17","0,000099508153000000","119,24","119,24","2,84","2,84","0,03","0,03","0,16","0,16","0,00","0,00","0,34","0,34","41,77","41,77","2,78","2,78","0,00","0,00",,,,,,,,,
5121,5121,02/08/2021,10-11,"259,69","166,19","0,000110997052000000","118,78","118,36","2,77","2,76","0,03","0,03","0,16","0,16","0,00","0,00","2,03","0,34","133,12","41,77","2,80","2,77","0,00","0,00",,,,,,,,,
5122,5122,02/08/2021,11-12,"259,52","259,52","0,000116678248000000","118,73","118,73","2,66","2,66","0,03","0,03","0,16","0,16","0,00","0,00","2,02","2,02","133,12","133,12","2,80","2,80","0,00","0,00",,,,,,,,,
5123,5123,02/08/2021,12-13,"259,93","259,93","0,000122959018000000","119,01","119,01","2,77","2,77","0,03","0,03","0,16","0,16","0,00","0,00","2,03","2,03","133,12","133,12","2,80","2,80","0,00","0,00",,,,,,,,,
5124,5124,02/08/2021,13-14,"259,68","259,68","0,000133516795000000","118,81","118,81","2,74","2,74","0,03","0,03","0,16","0,16","0,00","0,00","2,02","2,02","133,12","133,12","2,80","2,80","0,00","0,00",,,,,,,,,
5125,5125,02/08/2021,14-15,"166,33","259,83","0,000138117405000000","118,60","119,02","2,66","2,67","0,03","0,03","0,16","0,16","0,00","0,00","0,34","2,03","41,77","133,12","2,77","2,80","0,00","0,00",,,,,,,,,
5126,5126,02/08/2021,15-16,"165,31","165,31","0,000132957663000000","117,37","117,37","2,87","2,87","0,03","0,03","0,16","0,16","0,00","0,00","0,34","0,34","41,77","41,77","2,76","2,76","0,00","0,00",,,,,,,,,
5127,5127,02/08/2021,16-17,"163,01","163,01","0,000129088016000000","114,96","114,96","3,03","3,03","0,03","0,03","0,16","0,16","0,00","0,00","0,34","0,34","41,77","41,77","2,72","2,72","0,00","0,00",,,,,,,,,
5128,5128,02/08/2021,17-18,"164,90","164,90","0,000128344232000000","116,87","116,87","2,97","2,97","0,03","0,03","0,16","0,16","0,00","0,00","0,34","0,34","41,77","41,77","2,75","2,75","0,00","0,00",,,,,,,,,
5129,5129,02/08/2021,18-19,"257,12","163,72","0,000127097767000000","115,86","115,55","3,13","3,13","0,03","0,03","0,17","0,17","0,00","0,00","2,04","0,34","133,12","41,77","2,77","2,74","0,00","0,00",,,,,,,,,
5130,5130,02/08/2021,19-20,"265,88","265,88","0,000124475043000000","124,97","124,97","2,64","2,64","0,03","0,03","0,17","0,17","0,00","0,00","2,05","2,05","133,12","133,12","2,91","2,91","0,00","0,00",,,,,,,,,
5131,5131,02/08/2021,20-21,"264,26","264,26","0,000125926845000000","122,41","122,41","3,59","3,59","0,03","0,03","0,17","0,17","0,00","0,00","2,06","2,06","133,12","133,12","2,88","2,88","0,00","0,00",,,,,,,,,
5132,5132,02/08/2021,21-22,"266,00","266,00","0,000143657175000000","123,28","123,28","4,43","4,43","0,03","0,03","0,17","0,17","0,00","0,00","2,06","2,06","133,12","133,12","2,91","2,91","0,00","0,00",,,,,,,,,
5133,5133,02/08/2021,22-23,"171,44","264,99","0,000144412343000000","121,61","122,03","4,65","4,67","0,03","0,03","0,17","0,17","0,00","0,00","0,34","2,07","41,77","133,12","2,86","2,90","0,00","0,00",,,,,,,,,
5134,5134,02/08/2021,23-24,"167,70","167,70","0,000127839532000000","117,16","117,16","5,41","5,41","0,03","0,03","0,17","0,17","0,00","0,00","0,35","0,35","41,77","41,77","2,81","2,81","0,00","0,00",,,,,,,,,
5135,5135,03/08/2021,00-01,"137,15","137,15","0,000107725963000000","121,94","121,94","6,13","6,13","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,88","2,88","0,00","0,00",,,,,,,,,
5136,5136,03/08/2021,01-02,"135,93","135,93","0,000091510704000000","120,49","120,49","6,36","6,36","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,87","2,87","0,00","0,00",,,,,,,,,
5137,5137,03/08/2021,02-03,"133,54","133,54","0,000081646589000000","117,92","117,92","6,58","6,58","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,84","2,84","0,00","0,00",,,,,,,,,
5138,5138,03/08/2021,03-04,"132,84","132,84","0,000075963669000000","118,18","118,18","5,63","5,63","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,83","2,83","0,00","0,00",,,,,,,,,
5139,5139,03/08/2021,04-05,"133,92","133,92","0,000072626879000000","120,03","120,03","4,84","4,84","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,85","2,85","0,00","0,00",,,,,,,,,
5140,5140,03/08/2021,05-06,"135,30","135,30","0,000071149390000000","123,21","123,21","3,03","3,03","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,86","2,86","0,00","0,00",,,,,,,,,
5141,5141,03/08/2021,06-07,"140,00","140,00","0,000073309039000000","127,80","127,80","3,07","3,07","0,03","0,03","0,17","0,17","0,00","0,00","0,00","0,00","6,00","6,00","2,93","2,93","0,00","0,00",,,,,,,,,
